,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster12,Cluster13,Cluster14
0,4345.890247619049,6322.718320833334,4161.616322916667,4356.5626766666655,1325.337502272727,490.3993911764707,4677.98407076923,2116.2480068965515,878.7801000000001,6013.372932075472,204.88998636363638,3017.5254346774186,233.82485882352938,1891.418729661017,2910.462276923077
1,2331.7167095238096,5330.474595833333,2736.910504166666,2385.653613333334,839.04945,278.2671235294117,2757.8904615384618,1770.8500415517244,489.70720000000006,3828.6894849056607,135.60161818181817,1747.8007951612906,138.85708823529413,1007.6921194915253,1823.936803296703
2,1462.2604714285715,4089.321758333333,1878.035391666667,1395.6336566666666,530.9968704545454,177.29375588235294,1762.543016923077,1672.8138526896553,381.6209999999999,2683.386298113208,56.19230454545455,1119.3337830645162,83.44625294117647,614.360354237288,1154.6553989010986
3,1046.6620809523808,3412.3816208333337,1668.9844791666667,1308.6571900000001,445.61251818181813,179.32856470588234,1420.4115830769229,1654.104377413793,253.72914444444444,2213.4772660377357,83.62665,951.2251427419357,92.43637058823529,513.7319457627119,824.0516868131867
4,863.7451047619047,3120.044445833333,1462.3262458333331,1109.7004133333332,477.79418181818187,180.05539411764704,1366.3132415384616,1596.187484103448,224.5466111111111,2142.73810754717,83.66406818181818,765.3480750000001,58.12088823529411,490.79090338983065,780.0254714285716
5,1024.1704333333332,3586.7409583333333,1848.1444999999997,1407.2511200000001,582.4525431818182,189.00681764705882,1554.4193476923078,1664.3602754827587,307.1413444444445,2654.1777867924534,98.68975,857.3105064516129,78.22072352941177,594.5690999999998,951.774313186813
6,2223.406023809524,4792.927808333334,2999.88450625,2524.826086666667,1205.8662318181819,448.7422352941176,2837.0645799999998,1949.4616646206896,584.1054222222223,4187.50791509434,165.76354545454546,1571.043400806452,226.87710000000004,1148.721777966102,1716.1577285714288
7,3910.4864238095242,5010.8591625,3565.496504166667,3670.8118466666665,2739.8860659090915,1408.675823529412,4030.9896769230772,2221.0579026551723,1338.7132555555556,5781.2526584905645,236.01538636363637,2766.483647580645,329.5945411764706,1778.6529728813564,3253.684268131869
8,4190.354019047619,4496.4315541666665,3539.4745083333332,3612.9920033333333,3588.1160749999995,2335.036864705882,3904.4478938461543,2208.607344,1741.0077333333336,5558.117811320755,314.261,3060.016023387097,392.53807647058824,1739.2566237288138,3914.894706593406
9,3982.689157142857,4059.3059875,3173.8928583333327,3238.2922099999996,3977.131099999999,2771.617752941176,3479.242103076923,2225.306108724138,1890.0033444444443,5248.402569811321,322.3839181818182,2917.4231443548388,316.85957647058825,1501.009909322034,4093.3171670329666
10,4106.047038095237,4066.7200333333335,3131.6833604166663,3039.4882233333333,4262.184509090908,3100.129147058823,3424.5952861538462,2083.0539271379307,2127.4743666666673,5104.5568641509435,322.2970045454545,3027.1602629032263,316.3515176470588,1493.0731466101695,4306.89419010989
11,4255.485614285714,3975.8899249999995,3079.9625812500003,3091.2439733333335,4512.139572727272,3056.6211176470583,3443.972353846154,2129.983553724138,2378.954111111111,5121.191866037736,314.5268181818182,3194.986133870968,321.6144,1483.8019466101691,4517.23251978022
12,4561.847590476191,4010.86205,3142.23718125,3316.883373333333,4562.030579545454,3199.735708823529,3595.0452538461536,2143.2341292068963,2704.9051888888885,5070.264826415094,385.8730454545455,3292.5828564516128,379.2374117647059,1584.0343245762713,4636.9630912087905
13,4725.896519047619,4109.881566666667,3165.1933958333334,3485.6245900000004,4697.459177272728,3299.5407735294116,3595.7108061538456,2092.8570701724134,2724.758333333333,4953.388479245283,352.1462363636363,3424.436775806451,398.8504941176471,1693.9234983050846,4801.210967032966
14,4742.8347952380955,4089.17895,3257.8577520833333,3383.9768566666667,4498.710913636364,3218.4604470588233,3567.120543076923,2140.638420655173,2749.6309555555554,5017.8538,346.8845227272728,3362.972707258064,408.1487588235295,1650.097406779661,4567.940857142857
15,4744.066957142857,4104.845937499999,3297.5175000000004,3509.3715466666667,4611.679743181817,3093.1195176470587,3694.8541600000003,2084.0046939310346,2790.9730222222224,5268.923505660376,380.10291818181827,3411.5855951612907,379.1671705882353,1740.7470805084743,4645.707985714286
16,4764.706485714285,3996.4185333333335,3354.333339583334,3641.0142733333328,4629.352390909091,2852.8198029411765,3920.2547307692307,2139.08193737931,3100.107,5443.768624528301,430.02236818181814,3495.928463709677,389.2835823529412,1781.6641855932207,4814.112608791209
17,4922.7954,3806.575125,3534.763472916666,3855.9991033333336,4533.349134090909,2559.4774735294122,4230.624156923077,2210.571564310345,3086.4092333333338,5543.313811320755,415.5559636363636,3712.835038709677,356.5619823529412,1907.474684745763,4799.536163736264
18,5301.417871428571,3767.698083333333,3567.030575,3983.1660333333343,4413.165104545455,1948.8278088235293,4456.706798461539,2227.207122206896,3431.4393222222225,5756.715552830189,412.0855318181817,3914.1934903225806,335.46775882352944,2092.7400084745764,4847.506706593406
19,5830.284338095238,3737.7496916666664,3805.47644375,4558.313053333333,3993.793220454546,1558.5292029411764,5035.047013846153,2316.951489758621,3176.8872111111114,5860.769886792453,393.77906818181816,4197.735813709678,378.4251176470588,2723.5385788135586,4971.85262857143
20,6568.4656476190485,3661.9006083333334,3941.7807395833333,5477.492606666667,3604.723395454545,1390.7800441176469,5604.604429230769,2461.7219042068964,3017.1156555555553,5884.103920754717,405.55521363636365,4650.060491129032,472.2366941176471,3392.8760406779666,5069.436926373626
21,7164.358476190476,3732.006041666666,4217.425560416667,6101.613429999999,3340.9973522727278,1259.7240205882354,5953.036475384615,2519.166554448276,2601.6364666666664,5763.9499358490575,454.5516136363636,5199.232415322582,541.6839647058823,3915.0453838983053,5144.607721978023
22,7340.046400000002,4510.019666666667,4773.5926,6596.554236666666,3096.5003681818184,1080.5679676470588,6605.336509230769,2660.5740054137937,2276.2924222222223,6627.524486792452,402.3209272727272,5307.796358870967,496.3689529411764,4116.741084745763,5182.357126373627
23,6010.269304761905,5712.5888374999995,4905.953995833333,5978.458536666668,2172.068486363636,736.1437735294118,6277.211981538462,2456.909845965517,1756.152022222222,7290.733441509433,232.32496363636363,4139.581945161291,404.1958941176471,3122.7168745762715,4207.712523076923
24,3745.8257619047617,6137.420458333333,4073.416522916667,4083.168523333334,1383.840584090909,462.1403323529412,4446.4374876923075,1960.0369514137928,1167.695888888889,5798.723571698113,136.8647,2620.691870967742,234.81546470588236,1785.7518610169493,2707.007884615385
25,2054.5604952380954,5009.143675,2657.3223729166666,2416.079473333333,759.9228750000001,279.0971205882353,2702.842775384616,1726.2683382068965,659.9843222222222,3642.3703320754717,83.33400454545453,1587.7175709677417,142.64943529411764,978.6407423728815,1688.88628021978
26,1304.8010238095235,4038.902141666667,1888.1604458333331,1507.9593366666666,563.2047727272727,169.3773705882353,1781.9554338461535,1623.2237092068965,504.3139444444444,2733.904156603774,73.49581818181818,1089.9508806451613,85.84978823529411,658.0496152542372,1182.9099813186813
27,998.1931571428573,3337.4159,1554.10661875,1240.4365233333333,456.8348136363636,160.23541470588233,1392.9872246153848,1645.458905034483,336.54425555555554,2430.4184452830186,70.42608181818181,893.3857620967742,80.3952,573.4286237288136,943.9809912087914
28,995.3891095238095,3407.163479166667,1587.8382395833332,1159.0240866666668,469.48604772727265,128.64892647058824,1357.3133723076921,1579.0016423103448,194.53228888888887,2452.558230188679,51.219159090909095,823.0191040322579,74.73069999999998,555.8868584745763,883.6635582417583
29,1221.6870857142856,4084.357620833333,2091.6622979166664,1602.3009299999999,603.4609318181818,196.2512411764706,1704.979446153846,1673.532751275862,319.3383888888889,3120.873288679246,77.53269545454545,1005.7186540322581,134.2125411764706,718.1030550847456,1090.40927032967
30,2602.055361904762,4877.166520833333,3166.3881854166666,3005.40991,1325.4660999999999,477.6645970588235,3007.3662107692307,2012.843903793104,670.7511111111112,4774.3939396226415,136.86133636363635,1837.850968548387,239.67383529411765,1305.9148144067794,1989.1314274725275
31,4278.691219047619,4906.698308333333,3641.5544395833335,3857.402493333333,2930.510306818182,1545.0757764705882,4021.1781815384616,2264.175092241379,1364.3894777777778,5697.3035584905665,237.17764545454546,2869.122457258065,342.3996647058824,1831.5874500000002,3440.0338208791213
32,4027.145119047618,4351.002558333334,3310.860122916667,3625.5695733333337,3711.953806818182,2404.2923411764705,3636.0289369230773,2127.0753573103448,1861.8674777777778,5166.132156603774,305.58134090909084,3006.4463806451613,358.2214588235294,1568.2533423728812,3921.3953516483516
33,3684.885542857143,4077.4801625,3158.2245,2840.6201,3676.360584090909,2746.933091176471,3275.802104615385,2034.4696982758621,2129.8295222222223,4702.443288679245,188.29773636363635,2863.6516645161296,356.8093529411764,1340.5472169491525,4051.1521197802203
34,3877.711633333333,3927.6910000000003,3054.1944937499998,2802.3300433333334,3933.655331818182,3207.0071382352944,3137.1536430769233,1976.770435206896,2346.7619555555557,4552.3917,301.03505909090904,2927.8095959677426,410.35299411764703,1324.3565805084745,4267.8372186813185
35,4255.956866666667,3931.779991666667,3108.974808333334,2892.598250000001,4082.805179545455,3359.148826470588,3210.8467876923073,1984.1679432068968,2567.9646,4643.317505660378,329.0100954545455,3100.2395749999996,372.5786352941176,1356.0756203389826,4463.125064835165
36,4192.58578095238,3977.6318916666664,3085.7946125000003,3205.0421533333338,4234.891845454546,3116.924382352942,3323.813535384615,2039.0760286206894,2767.6485333333335,4651.708990566038,369.0346227272727,3013.8205112903224,382.59188823529416,1446.821922033898,4569.5269131868135
37,4442.501480952381,4109.2969125,3050.4278020833335,3196.394253333333,4361.305293181819,3136.8709,3463.968407692308,2017.4529113103447,3084.945088888888,4867.667032075472,461.8641,3127.750392741935,333.64112352941174,1523.737790677966,4774.9525527472515
38,4479.718214285715,4235.8135625,3080.262260416667,3198.7374099999997,4151.126870454545,3113.9865647058823,3437.745266153846,2052.6177182413794,2767.7537555555555,4988.529130188679,393.8542181818182,3190.866046774193,359.7984529411765,1557.6643381355934,4605.921406593406
39,4486.603895238096,4169.083841666667,3142.873689583333,3295.0258400000007,4167.125963636364,2979.619379411765,3597.7240076923076,2080.100886724138,2899.529522222222,5070.055250943396,392.1530590909091,3336.0648629032257,395.95447058823527,1603.3318508474574,4663.124068131869
40,4505.714052380952,4137.9497125,3304.4410187500002,3327.4959566666666,3973.5113295454544,2754.630805882353,3750.758887692308,2089.2542539241376,3059.8687777777777,5187.468164150945,437.2590045454546,3417.3003822580645,430.04345294117644,1634.913772033898,4772.4225054945055
41,4795.110247619048,3919.275725,3404.60225625,3490.324776666667,4049.6405704545455,2493.721491176471,4132.1381276923075,2169.5451812379306,3509.9728777777777,5487.185039622642,442.30007727272726,3591.890766935484,356.7861235294117,1837.8542618644067,4813.452064835165
42,4947.594842857143,3852.2738000000004,3375.6989625,3783.439793333334,3823.6548500000004,2098.5165470588236,4450.7847523076925,2246.2160128413793,3576.5435,5583.278605660376,407.6434681818182,3728.4927080645166,393.7031588235294,1979.3201745762713,4856.4902494505495
43,5453.396942857142,3621.552020833333,3584.190002083333,4467.263906666666,3451.9213136363633,1590.018661764706,4882.825678461539,2265.2837756,3365.960088888889,5652.862554716982,410.0620045454545,4030.85417016129,416.3726941176471,2422.63513220339,4825.308567032967
44,6335.249414285714,3629.341995833334,3867.7714374999996,5387.003540000001,3175.5266318181816,1437.3373294117646,5543.74195076923,2354.8860620034484,3116.867611111111,5719.522452830189,416.94384545454545,4499.119697580644,432.20728235294115,3165.6953508474576,4852.342652747253
45,7187.139728571428,3556.7200749999997,4108.56144375,6217.645323333333,3001.730747727273,1297.5771352941176,5835.732084615384,2393.4485333310345,3110.624222222222,5623.975894339622,493.2072636363636,5108.202104032257,488.82599411764704,3813.2921101694924,5082.4483087912095
46,7389.395647619049,4354.4698875,4655.368904166667,6547.057496666669,2812.346047727273,1197.1560441176468,6478.424512307692,2506.637413137931,2663.0615444444447,6423.416773584904,420.0994727272727,5309.513994354839,502.9306588235294,4035.0880516949146,5114.95628021978
47,6427.143366666666,5509.395170833333,4824.714197916667,5868.581533333333,1996.5676818181819,943.3402294117648,6145.854446153846,2454.0626868724135,1916.5987222222222,7096.156656603773,372.9387999999999,4368.733943548386,418.21397058823527,3188.2054355932205,4344.625831868132
48,4069.572271428572,5956.244020833333,4187.252179166667,4019.928266666667,1289.6312159090908,532.5700029411765,4535.600773846153,1976.2414056448274,1154.4051666666667,5904.514849056604,178.40330454545455,2799.639124193548,244.68437058823528,1926.9510288135593,3014.9867978021975
49,2218.677395238095,5248.523816666667,2812.865925,2412.064006666667,748.4013795454546,315.39517647058824,2701.0274784615385,1638.0519963206896,665.2375777777778,3665.3977415094328,104.27212272727274,1634.0359822580647,147.8852,998.3306372881357,1664.997748351648
50,1278.8825333333334,3994.1558791666666,2033.7259583333334,1325.3853399999998,490.80929090909086,195.88501470588236,1807.4959353846152,1578.4230409731035,518.4239777777777,2749.0710867924527,56.89231363636362,1066.797368548387,106.3761176470588,643.0610135593219,1106.2365967032965
51,929.6150904761903,3372.4715458333335,1726.4633020833335,1109.0624833333336,387.2758613636364,150.37395588235293,1450.8868215384614,1596.5096389500002,351.38792222222224,2411.968313207547,49.659504545454546,851.5555274193549,154.6213588235294,548.9944025423729,884.7219824175825
52,898.660080952381,2982.2734958333335,1596.0278270833332,1011.4116833333334,442.64199090909096,186.83539411764707,1292.8461815384615,1527.2101274620693,473.4030222222222,2301.519969811321,63.54095909090909,716.4567314516128,137.17159411764706,494.1484991525424,812.859932967033
53,1165.5726142857143,3641.4514458333338,1958.2889604166667,1430.2865633333336,590.3132295454545,188.8682411764706,1623.9563384615385,1589.4593713758618,410.3089444444445,3033.3603660377353,91.54749545454546,886.7310677419356,154.45852941176472,609.2952983050849,956.5751263736264
54,2221.823842857143,4712.6512,3095.190533333333,2541.9434499999998,1075.0582250000002,494.8293676470589,2767.2732246153846,1831.2513906620686,624.7332,4488.629009433962,171.18989545454545,1640.91032983871,210.06717058823529,1205.048329661017,1769.931375824176
55,3823.9629666666665,4986.2775875,3577.5557499999995,3589.9437599999997,2426.4435295454546,1431.7998323529412,3750.7356061538467,2136.1002260448277,1465.1921555555555,5693.151713207545,285.5350272727273,2767.3774879032253,354.1119882352941,1667.9519533898306,3242.3150725274727
56,3925.886347619047,4487.0923375,3232.5392145833334,3286.4798800000003,3114.7875522727277,2292.470694117647,3449.4313323076926,1986.9919113206895,2019.5442444444443,5377.039590566038,307.1460590909091,2778.902498387097,338.1099705882353,1574.3716720338978,3913.6474032967035
57,3859.849528571428,3984.476158333333,2893.5582979166666,2914.3105633333325,3492.3694136363642,2591.3403558823525,3075.4069923076922,1909.7813285344826,2178.8598333333334,4923.877066037736,314.3057227272727,2808.3492274193554,307.79599411764707,1370.3563567796607,4005.581815384616
58,3921.9445047619056,3884.1685416666664,2908.9002812500003,2885.764446666667,3907.7357840909094,2929.837991176471,3072.2027461538464,1857.0114219241375,2349.4129444444447,4667.777550943397,357.2269999999999,2845.100754032259,484.05340588235293,1296.1507305084747,4146.0667
59,3947.303933333333,3827.9160749999996,2894.196804166666,2948.693696666667,4097.699704545455,3019.622335294118,3061.5631184615386,1895.0885044965519,2435.064966666667,4785.662754716982,374.20889999999997,2921.5638435483866,401.6933058823529,1358.1470949152542,4331.27911098901
60,4165.871357142857,4008.158608333333,2942.3411166666665,3121.3605399999997,4192.363850000001,3122.5169323529417,3141.4906015384618,2032.7647135310344,2851.8026333333337,4758.445860377358,426.9559545454547,3060.534374193548,367.11884117647054,1428.9741305084747,4552.118091208792
61,4277.2515,3955.5169916666673,2967.1374604166667,3204.04629,4111.874761363637,3081.357008823529,3288.32906,1999.5783656517237,3150.565311111111,4787.587235849056,381.95288181818177,3171.9306612903224,350.6109117647059,1552.7026576271185,4657.782037362636
62,4227.4209190476195,4016.025275,3033.9721895833336,3189.9326233333336,4327.267143181819,3120.3172352941174,3351.4774061538465,1933.7153531724139,2959.2748444444446,4896.125643396226,351.1132727272727,3215.1497838709674,377.40480588235295,1592.549737288136,4587.946270329671
63,4326.025728571429,4161.056841666667,3082.9272437500003,3229.4412,4480.026236363636,2956.3839647058817,3466.1285753846155,1927.6413030689653,3054.814611111111,4965.259658490566,418.8251045454545,3294.490587096774,349.8546823529412,1555.7383491525425,4600.282448351648
64,4382.758238095239,4003.596075,3197.6185333333337,3309.6137633333333,4383.507206818182,2788.2668500000004,3692.831218461539,1989.8317525517243,3290.997444444444,5134.761326415095,426.68184545454545,3319.3257854838707,393.2416352941176,1599.2511940677969,4631.3989164835175
65,4788.80669047619,3927.290429166667,3317.1829041666665,3704.6434966666666,4408.028859090909,2524.4346088235293,4095.2862707692307,2079.62297337931,3274.526044444445,5445.106660377357,412.6544136363636,3572.418391935483,388.2886882352941,1825.9576601694914,4796.237604395605
66,5035.616728571429,3875.9546333333333,3430.491745833333,4051.080453333334,4334.801345454544,1970.2463470588239,4386.275763076923,2127.1732717586206,3368.2745555555557,5526.367467924529,428.82263181818183,3813.180275806451,352.7691882352941,2050.13073220339,4871.947558241758
67,5569.366371428572,3708.451908333334,3680.228122916667,4577.6313900000005,4048.9724386363637,1666.4742794117647,4873.1483630769235,2164.655940103448,3522.150422222222,5745.537098113208,430.5445272727273,4095.8480741935487,446.5185470588235,2569.423116949153,4926.117674725276
68,6504.740723809524,3637.939141666667,3926.0201416666664,5618.019293333333,3731.185245454546,1396.373947058824,5527.04286,2274.367750137931,3197.4523111111107,5740.376467924527,450.3842636363637,4558.845833870969,522.1506705882352,3361.70017118644,5034.208656043956
69,6938.201757142858,3580.6427124999996,4068.331472916667,6057.857039999999,3411.850240909091,1186.3706029411765,5870.917693846153,2326.740718482759,2670.3402444444446,5681.937322641509,468.5207045454545,5148.420636290323,483.9926294117647,3869.32508220339,5057.548046153846
70,7214.902785714285,4394.75235,4559.451139583333,6468.723733333333,3151.3216750000006,1029.8903,6419.655847692308,2485.903554724138,2190.128655555555,6507.92859811321,448.4576318181818,5205.005192741936,475.4953352941177,3972.592016101695,4948.411085714286
71,5969.701304761905,5640.5498333333335,4791.282660416667,5900.79384,2134.5517568181817,762.9071764705882,6101.3252184615385,2379.6042477931037,1604.175711111111,7056.7161716981145,304.08584090909096,4088.9951072580643,383.88056470588236,3105.794918644068,4103.311065934066
72,3451.4992761904764,5830.646641666666,3888.5381374999997,3679.7546666666667,1192.5882204545455,420.3896264705882,4286.969173846154,1929.550310965517,1019.8541222222221,5301.986209433961,200.0663090909091,2505.5840491935487,164.72952352941175,1740.6999008474575,2573.586587912088
73,2133.8893333333335,5365.3367625,2737.570739583333,2363.1208533333333,792.4289840909092,260.45036764705884,2818.4868953846153,1710.8740572413794,604.2793,3836.4158981132073,125.5467681818182,1730.295626612903,140.08697647058824,1096.3954923728813,1769.4800219780223
74,1441.704938095238,4099.6926875,1906.44270625,1440.2310133333333,517.3249977272727,242.8710382352941,1933.8509153846155,1452.803030724138,394.4779888888889,2774.20621509434,84.94204545454545,1170.5312516129031,143.07716470588235,684.7052830508474,1179.1591461538462
75,1139.1506142857145,3337.9837,1637.2417145833333,1167.1349966666667,453.2436409090909,186.99983529411767,1564.1008323076924,1415.597689413793,363.7144444444445,2386.667418867924,107.4782,845.4504000000001,170.05902941176473,555.0324771186441,905.17969010989
76,971.4343761904761,3317.4653625000005,1594.1303041666667,1102.9349866666666,561.0491750000001,177.80165294117649,1505.5681061538462,1419.5942188965516,363.02821111111115,2369.987935849057,81.81013181818179,773.0982064516129,119.23124705882354,567.7620330508473,904.3192868131867
77,1336.4703666666665,4019.233541666667,1965.6990270833332,1489.4329233333335,662.5355340909091,200.09707647058823,1712.2935230769233,1533.1066631724136,354.0144222222222,2751.6170622641507,112.91856818181819,905.8082443548384,137.5481411764706,684.6415906779662,1032.817376923077
78,2238.539480952381,4999.6430125,3146.2210812499998,2524.748436666667,1124.3954090909092,454.9497470588235,2924.1460846153846,1799.8950940689654,550.2095888888889,4359.012728301886,183.9175909090909,1594.8954096774191,211.7931705882353,1192.3582855932204,1788.4498153846157
79,3717.6961428571426,5120.946416666667,3970.817264583333,3871.7349500000005,2243.6907613636363,1105.9500205882352,4272.995793846154,2123.0385592068965,775.9295555555556,6064.498118867923,329.46590909090907,2696.5240967741934,312.9453,1840.0993500000002,3088.528616483517
80,3988.109909523809,4576.50955,3624.564527083334,3573.416743333333,3171.7882409090907,1703.6685205882354,4240.749072307692,2013.9912716206898,918.8913444444445,5765.103135849056,332.5414590909091,2951.4558758064513,383.5999117647059,1703.7995745762714,3606.0335417582423
81,4123.4228095238095,4178.921074999999,3306.8558729166666,3369.663580000001,3532.9181409090916,2239.9170147058826,3748.5270046153846,1889.7297926896551,1574.1290555555554,5399.584224528303,279.0175272727273,2887.4628919354836,339.9998058823529,1628.7666440677967,3927.525801098902
82,4052.117519047619,3949.163841666667,3282.2809854166667,3212.27019,3997.9014590909096,2651.7929352941173,3506.4817923076926,1828.0485459310344,2291.471655555555,5198.154916981131,357.3528545454546,3066.071110483871,365.8986647058823,1500.3280559322034,4281.4948780219775
83,4141.677295238095,3876.821608333333,3303.3389604166664,3201.391966666667,4174.766186363636,2555.657647058824,3570.214150769231,1866.5957547586204,2548.7652444444443,5237.393456603772,327.88180454545454,3186.108255645161,410.0757764705882,1454.2851440677966,4399.648330769231
84,4328.501442857143,4112.158679166666,3157.452520833334,3368.519553333333,4025.2132136363634,2470.793294117647,3566.6605138461537,1890.3811288965514,2670.7637666666665,5135.550766037735,306.89502727272725,3102.8066499999995,398.05330588235296,1542.6639144067797,4382.174052747252
