,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4
126,-2.03881073,-4.060038567,-3.294319868,-3.546779156,-4.805216789
127,-0.844044507,-3.041228771,-2.666399479,-1.7391119,-4.468902588
128,-1.206405759,-2.948575258,-3.054002762,-1.156324148,-4.353700161
129,-1.952678084,-3.098752975,-3.145586014,-1.134812951,-4.529051304
130,-1.577913284,-3.367310762,-3.093919039,-1.05394423,-4.478535652
131,-1.446029067,-3.192636967,-2.934160948,-0.077031501,-4.466200829
132,-0.829668522,-2.981165648,-2.187710047,-1.298345685,-4.43321228
133,-0.596480548,-2.790052176,-2.690896273,-0.948400319,-4.487371445
134,-0.486564159,-3.673748732,-2.392426491,-0.916701019,-4.148364544
135,0.048444446,-3.7719841,-2.165406227,-0.585919559,-4.167201996
136,-0.002312008,-3.220154524,-1.48346889,-1.236390233,-4.41415596
137,0.033624671,-3.631061792,-2.060395479,-1.134943962,-3.768728256
138,0.236849159,-3.027028322,-1.618760824,-1.032315493,-3.608190536
139,0.4568533,-2.127043009,-0.879261196,-0.720021248,-4.027049541
140,0.814678609,-1.698275208,-0.186078042,-1.483281851,-3.839541674
141,1.113834739,-0.830838978,0.764806092,-1.532026052,-3.514133692
142,1.868308187,-0.513189316,0.830538273,-1.810049295,-3.65325737
143,1.269679308,-1.838383079,-0.39364931,-2.403908968,-3.962527037
144,-1.449812651,-3.410042048,-2.177392244,-2.959419727,-4.578255653
145,-2.435444355,-4.565274239,-3.566336155,-3.376132727,-4.548369884
146,-3.183223963,-4.562077045,-4.007652283,-4.246948719,-5.010781765
147,-3.266073942,-4.612483978,-3.999089956,-4.36809063,-4.807682991
148,-3.605441809,-4.217548847,-3.994239569,-4.512671471,-4.840527534
149,-3.29095602,-4.36384058,-3.436761856,-4.348648071,-5.152438641
150,-1.182843924,-3.923708677,-3.007882595,-3.292642355,-4.494300842
151,0.99171865,-3.17373085,-2.651159286,-0.645179033,-4.295729637
152,0.06374988,-3.348066092,-2.570891142,-0.214768291,-4.47030735
153,-0.437392533,-3.343175173,-2.861398935,-0.201876521,-4.33199501
154,-0.676234961,-3.451643467,-2.667103767,-0.198832139,-4.382495403
155,-0.898512065,-3.103446484,-2.267406225,0.607030213,-4.322323799
156,-0.157309473,-3.531576157,-1.742395401,0.257443607,-4.071099281
157,0.560219824,-2.227276564,-1.907759428,-0.16280885,-4.226010323
158,0.196584433,-3.660955191,-1.642189145,-0.180559635,-3.718507767
159,0.34091109,-2.993504763,-1.577688813,-0.292994499,-4.170660019
160,-0.184710801,-2.105480909,-1.846613884,0.291766763,-4.371265411
161,0.138117552,-2.682187557,-2.287039042,-0.02452549,-3.809575796
162,0.468815327,-3.126307726,-1.491146445,-0.624518275,-4.126777172
163,0.580181777,-2.485746384,-1.221495152,-1.038901687,-3.632955074
164,0.888581932,-1.941878796,-1.181331396,-1.13079536,-3.534626484
165,0.798411191,-1.014836788,0.078218415,-1.770272017,-3.30102253
166,1.366941929,-0.914789975,0.310450464,-1.223340988,-3.360450268
167,1.328681946,-2.576031208,-0.648645997,-2.201437712,-4.182971001
168,0.05873758,-3.908696651,-1.653087735,-2.943459034,-4.896903038
169,-1.477382064,-4.038495541,-4.066727638,-3.874076128,-4.568636417
170,-3.262362957,-4.403489113,-3.750852108,-4.078942299,-4.70447731
171,-3.265398741,-4.44190073,-4.126273632,-4.499175072,-4.900419712
172,-3.554216623,-4.045380116,-4.526429653,-4.287477016,-4.912965298
173,-3.554405689,-3.98270607,-4.410356522,-3.925196648,-4.939266682
174,-2.101500273,-4.134415627,-3.792685747,-3.099700451,-4.681809902
175,-0.293705821,-3.153871059,-2.527847528,-1.40705657,-4.450387478
176,-0.998682857,-3.256498098,-2.414315939,-1.464793801,-4.231164455
177,-1.700134873,-3.179546356,-2.148516178,-0.779002011,-4.31508255
178,-1.522629023,-3.510173082,-2.706524611,-0.979255438,-4.069365501
179,-0.870788574,-2.89235568,-2.66260457,-1.294476509,-4.454631329
180,-0.885122061,-2.787958384,-2.330022573,-1.094538212,-4.242614746
181,-0.97549665,-2.657126665,-2.417699099,-0.740043819,-3.994931698
182,-0.881500423,-2.586029291,-2.208387613,-1.119120598,-4.314842224
183,-0.355049044,-2.990032434,-2.387520552,-0.909397542,-4.155862808
184,-0.071296819,-3.241949081,-1.594590187,-0.893428087,-4.351643562
185,-0.312595755,-2.880589008,-2.061774015,0.123115472,-4.298192978
186,0.11189305,-2.447938919,-2.153888702,0.149178103,-3.878642559
187,-0.218188658,-2.214573383,-1.045997739,-0.916962743,-2.832871199
188,-0.350589335,-1.354546666,0.423419297,-1.397127748,-2.780072451
189,-0.054324936,-1.112444878,0.991290987,-1.072306752,-2.627234697
190,0.296673894,-0.737183094,1.0283494,-2.192928553,-3.19327116
191,1.067424774,-1.527486801,-0.881502926,-2.206575871,-3.324295521
192,-1.230362415,-3.432592392,-2.823102951,-3.481060028,-3.914625645
193,-2.886793613,-3.813462496,-3.283973932,-3.606225252,-4.462107658
194,-3.581684351,-4.71194458,-3.661462545,-4.14474535,-4.836853504
195,-4.082426548,-4.285443306,-4.254338741,-4.506819725,-4.92468214
196,-3.727360487,-4.195966721,-4.720311642,-4.538433075,-4.975086689
197,-3.223700285,-4.299368382,-4.025491714,-4.408201694,-4.800745487
198,-2.178131819,-3.912304163,-2.788443327,-2.895667553,-4.197216034
199,-0.136215433,-3.035998821,-2.189285517,-1.544782281,-4.122242451
200,-0.936929584,-2.880561113,-2.382968664,-0.790070176,-4.081743717
201,-2.115100622,-3.179589033,-2.901684999,-0.010388164,-4.071258545
202,-2.082055569,-3.483610392,-3.262858391,-0.557295144,-4.086218357
203,-1.84298718,-2.51018548,-3.036751747,-0.331902653,-3.895644665
204,-0.932517886,-2.6366539,-2.330612183,-0.004993133,-4.091756821
205,-1.505783677,-2.984187603,-2.896294117,-0.590053499,-3.755334854
206,-0.894580901,-2.622158766,-2.859223366,-0.620258987,-4.161314011
207,-1.236318469,-3.208364964,-2.477410316,-0.939280212,-4.484341621
208,-1.36401403,-2.973293543,-1.42943728,-0.484651625,-4.104299545
209,-1.217432857,-2.742931843,-1.67515862,-0.328880072,-3.89654994
210,-0.896595776,-3.016337872,-1.879562497,-0.523492754,-3.93132329
211,0.265692234,-2.298180103,-0.674286246,-0.718314528,-4.231148243
212,0.639258802,-1.802893519,-0.040263124,-0.460923791,-3.124861717
213,0.409104764,-1.106435061,1.03424871,-0.480573386,-3.043920994
214,0.441787153,-0.457358301,1.687734842,-1.109888911,-2.771497726
215,0.18239671,-1.606500506,0.385451704,-1.666885018,-3.38623929
216,-0.465148479,-2.991910934,-2.024801254,-2.886285305,-4.09234333
217,-2.630410433,-3.316149235,-3.376451015,-3.608396053,-4.359479427
218,-4.265734673,-4.731452942,-4.742391586,-5.075028419,-4.92147541
219,-3.590726137,-4.453458309,-4.061070919,-4.165555477,-4.689819336
220,-3.636807203,-4.120009422,-4.259906292,-4.433407307,-4.807051659
221,-3.209589243,-4.197969437,-3.310937405,-4.162483692,-4.824452877
222,-1.827578783,-3.509882927,-2.626004696,-3.361543417,-3.988870382
223,-0.89095521,-2.368685722,-2.180799246,-1.70552659,-3.998683691
224,-0.855044901,-2.478792191,-1.377272367,-0.708936155,-3.920933247
225,-1.744392991,-3.092653751,-2.536743641,-0.610392153,-3.945683718
226,-1.180578709,-3.016286612,-2.294713974,-0.301374525,-4.630451679
227,-0.46503818,-3.090850115,-2.030728102,0.049203724,-4.363012791
228,-0.017563697,-2.855440617,-1.828877926,-0.510424256,-4.047049046
229,0.452623039,-3.488367558,-1.128696322,-0.766653717,-3.96096158
230,0.489143908,-2.887419224,-0.830699027,-0.587531924,-3.820043087
231,0.878991187,-2.578869104,-0.358978122,-0.868268788,-4.04532671
232,0.816281021,-3.048403025,-0.647230208,-1.319808245,-4.312646866
233,0.796922088,-2.421626329,-0.714928865,-1.653223395,-3.615326166
234,-0.214131057,-2.727698326,-1.075614572,-1.976375699,-3.705413103
235,0.251588672,-2.711137533,-0.539693177,-1.897256851,-3.433712244
236,0.47403416,-1.890830874,1.120147586,-1.982952237,-2.882118702
237,0.69448179,-1.585759401,1.035958052,-2.048819065,-2.990502834
238,1.430867791,-0.930763841,2.06465745,-1.272269487,-2.888126373
239,1.728707671,-1.339670658,0.325855553,-1.94997704,-3.804092169
240,0.465432763,-3.357756853,-0.742077708,-2.585054636,-3.726915121
241,-1.392459273,-3.459221601,-3.387278795,-3.483130217,-4.141823769
242,-2.839413643,-3.46551609,-4.205530167,-3.74657774,-4.663287163
243,-3.509992599,-4.223747253,-4.319752693,-4.177755833,-4.761036873
244,-3.376030922,-4.691036701,-4.590786934,-4.129311085,-4.710740089
245,-3.094577789,-4.605822086,-3.90107584,-4.35342598,-4.65994215
246,-1.898100019,-3.82921505,-3.005705595,-4.064092636,-4.498727322
247,-0.119935177,-3.308073521,-1.578512907,-3.060891867,-3.859316349
248,-0.467119366,-2.631421089,-1.106637239,-2.405908585,-4.30960083
249,-0.525381386,-2.637891293,-1.802714944,-2.669280529,-3.746301413
250,-0.620134711,-3.083516598,-1.880849242,-2.799884796,-3.787202597
251,0.375563204,-2.827407122,-1.111284733,-1.960772395,-3.874498367
252,1.127604246,-3.031401873,-0.687297821,-2.314375639,-3.921631098
253,0.508536696,-3.223938704,-1.0074898,-2.377632856,-4.371046066
254,0.927885115,-3.005729198,-1.273034096,-2.384771347,-4.060177326
255,0.877344131,-3.553449869,-0.295087636,-3.073836088,-4.287641525
256,0.828188062,-3.050141573,-0.15211837,-2.46841836,-4.326826096
257,0.636405349,-2.467118979,-0.335169077,-2.404108047,-3.844010592
258,1.293964505,-1.944117665,0.067358479,-1.947070003,-4.136704445
259,1.008618832,-2.279554367,0.782796144,-1.515788794,-3.566401005
260,0.798811913,-2.366717815,0.898028851,-2.066972256,-3.223721981
261,0.279302388,-1.407214046,1.229557157,-2.009166241,-3.139214993
262,1.218746781,-1.527993917,1.247634172,-2.135545969,-3.172485828
263,2.090052605,-0.854142666,0.829163551,-1.980494142,-3.230405569
264,1.017536163,-3.181493044,-1.493882298,-3.248541594,-4.22636795
265,-1.702976584,-3.402800798,-2.79581809,-3.668373823,-4.714743137
266,-2.33320117,-3.67925477,-3.675512791,-3.90227747,-4.886591911
267,-2.699617386,-4.440160751,-3.863883495,-4.3516922,-4.633088589
268,-3.097337961,-4.564203262,-4.294035435,-4.377617836,-4.490596294
269,-2.952310801,-4.548441887,-3.919071198,-4.328382492,-4.479149818
270,-1.685946822,-3.444577456,-3.382688761,-4.025719643,-4.348265648
271,-0.525981903,-2.533244848,-1.566921711,-2.905997515,-4.047763348
272,0.053953409,-1.840654254,-1.396116734,-2.354155779,-4.078534126
273,0.136832029,-2.43003726,-0.445885777,-1.919260263,-4.184666634
274,-0.216948614,-2.538634539,-0.614394605,-1.871629477,-3.718512297
275,0.035599757,-2.360281944,-0.889401793,-1.486952901,-3.752597332
276,-0.011751679,-1.449182391,-0.913375616,-1.576955676,-4.059669018
277,0.553506255,-2.45367384,-1.088810921,-1.347055435,-3.877398729
278,0.433246255,-2.046584845,-0.531778216,-1.620659709,-3.804994822
279,0.841538429,-1.883972168,-0.566563129,-2.320376873,-3.438838959
280,0.170356303,-2.391455173,-0.689672291,-2.427025557,-3.573522329
281,1.062259555,-2.046654701,-1.008501291,-1.967929244,-3.615514755
282,0.457560599,-2.310572863,-1.267946124,-2.178896189,-3.647189856
283,0.940134585,-1.787197948,-0.154484227,-1.693032265,-3.084846497
284,0.307941139,-1.054803491,0.866437256,-1.608597875,-3.788086891
285,0.906987071,-1.119943619,1.754852533,-2.201212168,-3.08954978
286,1.420786858,-1.262330055,1.57719183,-2.309142113,-3.422297478
287,1.995661259,-1.947034359,-0.54925108,-3.153850555,-4.011779785
288,0.497668028,-3.184742212,-2.236535788,-3.26303792,-4.144205093
289,-2.503280401,-3.421901941,-3.380500317,-4.027580738,-4.833611012
290,-3.334738731,-4.20149374,-3.718748808,-4.528329372,-4.775111675
291,-3.181543827,-4.73393774,-4.398882866,-4.835457802,-4.883040905
292,-3.007762194,-4.697663784,-4.462305069,-4.472842693,-4.944133759
293,-2.708859444,-4.467216492,-4.339168072,-4.371569633,-4.755694389
294,-2.045814753,-3.574026346,-3.529755354,-3.980700731,-4.431282043
295,-1.240373731,-2.817057371,-2.189166784,-2.178714275,-4.213702202
296,-0.058751959,-2.266243935,-2.192370653,-2.265022993,-4.210697174
297,-1.28499043,-2.440315008,-1.833091736,-0.578615785,-4.350749016
298,-1.122121572,-2.565291882,-1.92193687,-0.301960081,-4.319468498
299,-0.560977399,-2.562947512,-2.221931219,-0.656268299,-3.875065327
300,-0.633227944,-3.048117876,-2.449584723,-0.523207128,-3.960820436
301,-0.840308249,-2.953553677,-1.890822053,-1.046351671,-4.124564171
302,-0.402263582,-2.990406513,-2.343709946,-1.135693312,-4.429468155
303,-0.267918736,-3.227212429,-2.495504856,-0.877141356,-4.126171589
304,0.389772534,-3.005217552,-1.953163505,-0.49188602,-4.04552269
305,0.51990205,-2.935945988,-1.65341723,0.248597816,-3.97241497
306,0.661071122,-2.909750462,-1.222674489,-1.316417098,-3.541105032
307,0.288904458,-1.992184997,-0.620874047,-1.522429347,-3.372313738
308,0.160393357,-1.190684438,0.482088923,-1.280035257,-3.456688881
309,0.118635274,-0.911488831,0.888561487,-1.572271585,-3.115331173
310,0.275969952,-0.727920592,1.353109479,-2.051496267,-3.411323786
311,0.465558499,-1.342092633,0.088248469,-1.840497851,-3.993631363
312,-0.436601192,-3.066539049,-2.647144556,-2.77141571,-4.287766457
313,-1.929518104,-4.036710262,-3.429711819,-3.422285557,-4.641485214
314,-2.932278395,-4.13872385,-4.087422371,-4.087350845,-4.862737179
315,-3.744870901,-4.683060646,-4.341282368,-4.682623386,-4.723753452
316,-3.737516165,-4.639171124,-3.69154644,-4.345436096,-4.849921227
317,-3.07225585,-4.348038197,-3.868580341,-4.375923634,-5.133337975
318,-1.830409169,-3.391888857,-3.581663132,-3.857645035,-4.206100941
319,-0.960564733,-3.48622489,-1.905660748,-2.218737364,-4.104565144
320,-0.87926358,-3.290582418,-1.944206834,-0.697079003,-4.50150013
321,-1.404576659,-3.139772415,-2.029951334,-0.62601006,-4.320906639
322,-1.696995139,-3.394494295,-2.605860472,-0.353001386,-4.203707218
323,-1.787675858,-3.021193981,-1.971131802,-0.155772731,-4.10851717
324,-1.34632659,-2.831507921,-2.106301069,-0.110889412,-4.060619831
325,-1.243221402,-2.635513783,-1.852833867,0.216056928,-2.811053514
326,-0.589512944,-3.131481409,-2.05873704,-0.269723833,-3.907770634
327,-0.638812721,-2.992357969,-2.233694553,-0.356430292,-4.224743366
328,-0.554930568,-3.333600521,-1.944680095,-0.976149976,-4.392939091
329,-0.191905335,-2.965209723,-2.061571121,-0.206361994,-3.936196566
330,-0.276979804,-2.823868275,-1.472939491,-1.101122379,-3.33890605
331,0.44254601,-1.983251452,-0.586024523,-0.955655098,-3.847350359
332,0.242803708,-1.795549989,0.380536646,-1.192510724,-3.779384851
333,0.18557477,-0.940585792,1.345595598,-1.018740535,-3.466838837
334,1.068317056,-0.939729512,0.829099596,-1.922381282,-3.075478792
335,1.114507556,-2.828411102,-0.061069831,-2.993038416,-3.767048597
336,-1.466786861,-3.399027348,-2.52887392,-3.520935774,-4.18202877
337,-4.028042316,-4.380566597,-3.391269684,-4.325245857,-4.892970562
338,-3.808937311,-4.459465981,-4.004686356,-4.410878181,-4.825048447
339,-3.756967306,-4.461321831,-4.286884785,-4.649374485,-4.618447781
340,-3.550992727,-4.505797863,-4.072423458,-4.783925533,-4.784991741
341,-3.114297152,-4.635707855,-4.019909859,-4.62417841,-4.732674599
342,-1.691614866,-4.101140499,-3.343249321,-3.762470961,-4.335057735
343,-0.89135778,-3.179579258,-2.242165089,-2.144120216,-4.240083694
344,-0.416151553,-3.292600393,-2.13642621,-1.044812202,-4.358011723
345,-1.063238382,-3.057913303,-2.779958725,-0.950795531,-4.309583187
346,-1.434217572,-3.204621792,-2.686177254,-0.573162735,-3.994508982
347,-0.637922168,-3.275682211,-2.541653395,-0.688766837,-3.642597437
348,-0.468616784,-2.82641983,-2.105900049,0.463482797,-3.542714357
349,-0.147502944,-2.719660521,-2.030997753,0.183243856,-3.696759701
350,0.584270954,-2.749063492,-2.374638796,-0.052690584,-3.921334028
351,-0.661548138,-2.947434664,-1.869806886,0.00224065,-3.794470549
352,-0.576489031,-3.112374783,-1.607292652,-0.229455948,-3.672204494
353,-0.027209051,-2.558735847,-1.818068027,-0.291719794,-3.831249952
354,0.093256287,-2.854521275,-2.025125742,-0.011257777,-3.915982723
355,0.276789755,-1.996037006,-1.178164363,-1.080617905,-3.479415894
356,0.087510817,-0.774858534,0.186828792,-1.392999411,-3.513085842
357,0.094635829,-0.413246334,1.074553013,-1.9468503,-3.248067141
358,0.398651749,-1.388517141,1.426695943,-2.066982985,-3.08511281
359,1.353581429,-2.60956192,-0.118749775,-2.908147335,-3.689919472
360,-1.336262107,-3.411328554,-2.083953142,-3.432155848,-4.545516014
361,-2.51591897,-4.276598454,-3.614486694,-4.05553627,-4.375850677
362,-3.12426281,-4.234376907,-4.339670658,-4.820521832,-4.668626308
363,-3.533479452,-3.911209583,-4.477530956,-4.499122143,-4.647892475
364,-3.61818099,-4.374006748,-4.604091644,-4.273579597,-4.566120625
365,-3.212651014,-4.241384029,-4.132910728,-4.053205967,-4.741596222
366,-2.083612442,-3.602321148,-2.939117432,-3.386668921,-4.345246792
367,-0.457256019,-2.894175768,-2.724729061,-1.975045681,-4.337405205
368,-0.321407288,-2.98524189,-2.707509995,-1.113340497,-4.147280216
369,-1.471008301,-3.642400265,-3.184655666,-1.100755692,-4.531563759
370,-0.928823173,-3.257942677,-2.659270048,-1.468474865,-4.157179356
371,-0.682460666,-2.921858072,-2.297678232,0.275416076,-3.681769609
372,-0.341620147,-2.666367531,-2.383870363,0.220952481,-3.596002817
373,-0.850282133,-2.927888632,-2.2398417,0.012574348,-4.518957615
374,0.441935152,-2.578879833,-1.72033155,-0.072168887,-4.337834835
375,-0.095156029,-3.110056877,-1.73233974,-0.513899446,-3.87655592
376,0.298176318,-3.256432772,-1.915610075,-0.834118485,-3.704776049
377,0.10446848,-3.48341918,-1.644133925,0.190436736,-4.16751194
378,-0.091273934,-2.87746191,-1.749638915,-0.512737095,-3.851331234
379,0.683171511,-2.47907424,-1.202625513,-1.260102749,-3.918889523
380,0.124350026,-1.653240681,0.270647526,-2.10560441,-3.561350822
