"rmse" "mae"
"111001" 0.859766367496238 0.704491163334771
"111004" 1.13085927999126 0.921523605190761
"111007" 1.19657369131942 0.958931591298845
"111008" 1.94448563494273 1.43000245062964
"111012" 1.5786480610358 1.15988577463286
"111013" 1.61074799371557 1.30613051931139
"111016" 1.66133868701171 1.31065628935723
"111021" 1.41895350907572 1.20455612316056
"111029" 1.24218801352682 1.02526152163195
"111030" 1.89581885874843 1.5602372754763
"111031" 1.19335108213639 0.917345235538104
"111036" 0.873638226011832 0.712652735461129
"111038" 1.58176393637675 1.36029816392187
"111041" 1.90546995843607 1.56062673873561
"111043" 2.65641615020776 2.1083935042702
"111044" 1.61324364048958 1.26795769938741
"111045" 4.01555126351878 2.9555408888726
"111047" 1.86984962195726 1.3353316293005
"111049" 2.86893495209845 2.41131357471224
"111053" 2.66402813007512 2.01135100438746
"111056" 2.38200560428995 2.01024649155972
"111057" 1.7026335199927 1.32653884500927
"111058" 1.69591574645574 1.40056392692763
"111059" 1.52556610171067 1.22089527437308
"111072" 2.73534060474588 2.20231385670087
"111074" 1.38962036113902 1.08415562909823
"111075" 1.12913518784279 0.914446449644982
"111078" 1.38478044399774 1.12398866222321
"111082" 1.52586450405219 1.23663803796995
"111084" 2.18531356635004 1.72397765690713
"111085" 3.35507885292112 2.85320950438863
"111088" 1.59609211944478 1.22097565284986
"111089" 1.10377812208706 0.757561727246406
"111090" 1.24968687122409 0.988508070727
"111091" 1.64227812086573 1.24831800422782
"111092" 1.61819826066164 1.23401081892347
"111093" 1.98767007489461 1.45051052239812
"111098" 1.43784288312252 1.15031422744933
"111099" 1.63094271519428 1.33677368582582
"111100" 2.24168288410066 1.76776474615506
"111103" 2.04949531762907 1.6293110145864
"111107" 1.1703637560036 0.809090637169944
"111112" 1.21228176267586 0.924101772892664
"111113" 1.52696598088338 1.17230409753701
"111120" 2.16453235045626 1.76576891373755
"111121" 1.79977642854863 1.30996646870356
"111122" 1.30610182962647 1.00830010666242
"111127" 1.24640385062166 1.03710748652012
"111128" 2.06807256363146 1.80288676812989
"111135" 2.00062436574921 1.64817370271456
"111137" 1.35729797106184 1.17030260380828
"111140" 1.12128284933258 0.787195461551727
"111141" 1.52023484299225 1.10929144598984
"111143" 0.973823607574693 0.740054459360668
"111145" 1.51923943585855 1.14064836043933
"111153" 1.41807694656145 1.13184096046365
"111155" 1.09227472429705 0.859439934797136
"111162" 1.0999947474115 0.808851463192228
"111163" 1.11584431145474 0.857896284529519
"111166" 2.6536975863002 2.136897708005
"111168" 1.18377033119494 0.939102293979932
"111172" 1.3485680410906 0.943315296705185
"111177" 1.0254408824997 0.79207981705817
"111178" 1.58593440164408 1.22296731629939
"111181" 1.6307780594052 1.34439818860236
"111186" 0.968682507928125 0.69314955423673
"111188" 1.21037012194441 0.926239850206224
