"rmse" "mae"
"111001" 0.617699539005628 0.50581363976308
"111004" 0.797285322522243 0.658280496500597
"111007" 0.832466515691787 0.651293305580569
"111008" 1.16582943148732 0.80530055292933
"111012" 1.28015719144394 0.980582437983873
"111013" 0.981165170010989 0.775566560303561
"111016" 1.13144786734861 0.9052278647317
"111021" 0.905324501064099 0.735611786364444
"111029" 1.12512779693776 0.932223062852011
"111030" 1.19692943329303 0.996794520580406
"111031" 0.878104975086692 0.683281644716362
"111036" 0.635407434874824 0.506332910188701
"111038" 1.01709475284448 0.839447759371828
"111041" 1.20703561920351 0.969610853583632
"111043" 1.77293613011226 1.55944980380762
"111044" 0.953832048241172 0.743017217966539
"111045" 3.10200240628609 2.08818205969891
"111047" 1.66171617749192 1.18104735214525
"111049" 2.37695008149273 1.61084360497593
"111053" 2.08558805558306 1.74143833569324
"111056" 1.74901456646835 1.53794495782513
"111057" 1.57892652575245 1.20030477165364
"111058" 1.47846875637713 1.23597382030741
"111059" 0.786495124284745 0.623087098755124
"111072" 1.77781146957309 1.31033135084933
"111074" 0.787676866205121 0.646377415654608
"111075" 0.662734947045909 0.524117768703753
"111078" 0.902428105780332 0.726837366362066
"111082" 1.19587662303366 0.975786689793987
"111084" 0.833825779491459 0.640505528270105
"111085" 1.4782693226393 1.20631543175845
"111088" 1.71077156151752 1.44477798553917
"111089" 0.668097988504011 0.524692439705204
"111090" 0.582079868449507 0.459303024375997
"111091" 1.30590634352214 1.0531157509943
"111092" 0.913853035262054 0.729197511518354
"111093" 1.35935485646571 0.934795703980305
"111098" 1.09435875690491 0.896595919214228
"111099" 0.760145281717201 0.616194785776249
"111100" 0.888551721668393 0.678379200672062
"111103" 0.646562965467944 0.502358025209452
"111107" 0.925269445011453 0.718980891868285
"111112" 1.0053075310457 0.766217921490199
"111113" 0.90862627422112 0.721514409576978
"111120" 0.919724334958757 0.743765508616529
"111121" 1.01921180346659 0.821517501505273
"111122" 0.648350205623615 0.515462835291406
"111127" 0.66132318881593 0.513830854242564
"111128" 1.28683752849111 1.07702799427159
"111135" 1.11365372481592 0.895565869885242
"111137" 0.787666306595687 0.611869005293649
"111140" 0.995238167497338 0.773348230051572
"111141" 0.965191554433124 0.792809119945464
"111143" 0.874776566821361 0.671821527560352
"111145" 1.14707639119642 0.799687911597518
"111153" 0.992188482886153 0.791784150228882
"111155" 0.879991330403534 0.696863185777272
"111162" 0.737735311248641 0.609145431226793
"111163" 0.750323064691897 0.589434960910724
"111166" 1.48997745186732 1.21711231312279
"111168" 0.729442490927978 0.599736100410672
"111172" 0.931492890399799 0.698920115589034
"111177" 0.956659696142459 0.719798434668598
"111178" 1.1181214681946 0.84644243164538
"111181" 1.04678514704919 0.853927677220897
"111186" 0.652912114012699 0.52339323322059
"111188" 1.2068912729432 0.957870767980942
"111189" 1.00587237004339 0.758367623388605
"111193" 1.35960563674086 0.936216009320282
"111216" 0.950047074932064 0.69901552678232
"111221" 1.07258754295391 0.865006023862384
"111222" 0.896781271783737 0.722004303959462
"111225" 0.802737856818829 0.633202016554764
"111244" 1.01299926128243 0.795459063207023
"111265" 0.686529294202654 0.551983724611184
"111267" 0.967135295084374 0.761408869829773
"111270" 0.953623047434891 0.701695113154608
"111271" 1.44070328184205 1.02435907080881
"111272" 1.52301815679596 1.09077440646389
"111273" 1.10235396592781 0.846433313580162
"111276" 0.802424873210241 0.663144408424617
"111277" 1.40721422978736 1.21509223069674
"111285" 1.5088910531475 1.11821999789858
"111330" 1.30503229815301 1.02952236151458
"111387" 1.68848296826126 1.27140792837513
"111393" 1.99648054855214 1.75824175324191
"111398" 0.978056350941233 0.666430449546225
"111400" 1.5504298100248 1.02581015750305
"111403" 1.19450470860667 0.985931132914739
"111405" 1.01527977603526 0.778441946169444
"111406" 1.71824066004171 1.33124992630788
"111409" 1.60868753516865 1.25283484300752
"111415" 1.3983005965011 1.06673695456504
"111420" 1.81501302654421 1.55459851034475
"111421" 0.824221893958118 0.680839338683074
"111422" 1.45115015506141 1.05318067956461
"111424" 1.36402792146576 1.18074039552702
"111432" 1.23373865235064 1.02897338249683
