"Metrics..rmse.forecasted_true..j....forecasted..j..." "Metrics..mae.forecasted_true..j....forecasted..j..."
"1" 0.566249718488182 0.418378202534683
"2" 0.671549704369279 0.537266229527091
"3" 0.584062498074708 0.432588322511237
"4" 0.45913508274711 0.372596188711806
"5" 0.609200905455473 0.475815452156686
"6" 0.528011845886824 0.403618305599665
"7" 0.75822664193267 0.562685138736897
"8" 0.757445830786108 0.521471069396149
"9" 0.616243489391407 0.451005996020148
"10" 0.550241122668595 0.425339697317342
"11" 0.745268055477525 0.542719072423397
"12" 0.569397629974865 0.468532211846479
"13" 0.275904963830137 0.191985427826505
"14" 0.510674711455753 0.358055759665308
"15" 0.58809681873915 0.494106705178858
"16" 0.186913238172974 0.16932984048894
"17" 0.511203841824858 0.360525602447148
"18" 0.672147456064515 0.539924175368489
"19" 0.107651089969828 0.0964298768098137
"20" 0.528406969480526 0.44946069692634
"21" 0.29662336510192 0.228930073839988
"22" 0.701067759158962 0.484442627874054
"23" 0.346120963138336 0.249462643157667
"24" 0.283247398606838 0.211406811053633
"25" 0.281824183511112 0.216752264375212
"26" 0.168998279779474 0.138505177026996
"27" 0.493396518999449 0.366041269732012
"28" 0.711552724614905 0.567547227819601
"29" 0.675844029050383 0.53934385724236
"30" 0.651320603863352 0.489895260222196
"31" 0.392725368593666 0.28795696021592
"32" 1.12606486572069 0.646835756539151
"33" 0.415430931995341 0.296409281806161
"34" 0.542574241114025 0.392521213784761
"35" 0.222280367967307 0.176302950208585
"36" 0.629678399703082 0.52168392336915
"37" 0.271964420144013 0.206216203858195
"38" 0.486791930138501 0.368011951423849
"39" 0.325216533704534 0.24690116766215
"40" 0.525462215401612 0.379398804314857
"41" 0.570355641259175 0.447001921079952
"42" 0.212003325865232 0.165761905322999
"43" 0.630037444436938 0.494286179861292
"44" 0.53912135738876 0.41590940414037
"45" 0.471727429632546 0.35035648300631
"46" 0.182305862297158 0.164338265993482
"47" 0.516659009219724 0.378507594512755
"48" 0.282144910688815 0.22795303876098
"49" 0.157808031418871 0.116707267389858
"50" 0.235223055634376 0.205536849446873
"51" 0.223060807049196 0.167486511676999
"52" 0.283741785553364 0.210947864905393
"53" 0.423936435257061 0.324158764474832
"54" 0.234289272431045 0.196657104198549
"55" 0.196789047095187 0.174727064170583
"56" 0.201413104179569 0.159406303441477
"57" 0.352101678406057 0.276329519913104
"58" 0.252695594971325 0.240144930391878
"59" 0.182297717075603 0.164430181009067
"60" 0.250270471741745 0.202775111856666
"61" 0.171973311586351 0.126077665888088
"62" 0.394147829332642 0.337168498883031
"63" 0.944934379133147 0.468118329840982
"64" 0.598174573729116 0.470767822851654
"65" 0.549545073829258 0.435185287577225
"66" 0.22513245640918 0.175648729220208
"67" 0.248543239003452 0.193843247258793
"68" 0.44980392462119 0.310985508759769
"69" 0.569288926518057 0.44535347440945
"70" 0.296150507242335 0.231003271242201
"71" 0.207092003776331 0.176502102199231
"72" 0.415751372851747 0.334902304803203
"73" 0.412250887799877 0.307941091068784
"74" 0.331774476379399 0.255890335004985
"75" 0.543535180865982 0.413897381184036
"76" 0.390585395578181 0.321675757493252
"77" 0.356965657709194 0.264529155483341
"78" 0.306633816932545 0.24235517486781
"79" 0.322753482938113 0.24512519823587
"80" 0.505705489335909 0.362303636765121
"81" 0.206330287621011 0.180490290660556
"82" 0.801599181869858 0.645332870915928
"83" 0.362367247477126 0.265211150678647
"84" 0.362852550103836 0.279986785097399
"85" 0.393528049142016 0.294868357274349
"86" 0.350419727236809 0.266652864719227
"87" 0.293873822816038 0.226995702573691
"88" 0.337319404216429 0.274854700279611
"89" 0.351839153661281 0.270768550887875
"90" 0.586431763239326 0.444737757945709
"91" 0.39294802228453 0.264233646574694
"92" 0.193789418937248 0.175164711982096
"93" 0.559003634983181 0.381278832923232
"94" 0.235988487881219 0.18890438815193
"95" 0.195898412866418 0.168982324248388
"96" 0.224130350353001 0.182832359610927
"97" 0.482706574572962 0.401692303620385
"98" 0.286339571213992 0.222134969513117
"99" 0.203688997067919 0.163392652842951
"100" 0.233067744422416 0.182396870212384
"101" 0.287484771127266 0.222949980626856
"102" 0.496380668063647 0.393117830857722
"103" 0.182090693132168 0.166090759016362
"104" 0.270987994080626 0.197359262530315
"105" 0.4744602634831 0.388754100969328
"106" 0.38577015593154 0.308617474061536
"107" 0.526228076181468 0.421424563475758
"108" 0.238077910609498 0.198741374306164
"109" 0.310875568880658 0.271077324579374
"110" 0.47579907836629 0.368840030889833
"111" 0.418672789781479 0.322838216581413
"112" 0.58720839234012 0.486694260830349
"113" 0.275770086504089 0.225167580135924
"114" 0.267790458158663 0.194051357352295
"115" 0.337896067859367 0.270276793566436
"116" 0.474162214005873 0.384491787577518
"117" 0.426366630902719 0.321880935790611
"118" 0.166333273166957 0.147828909316401
"119" 0.229920625432814 0.18181931699104
"120" 0.646385800588529 0.360931679492454
"121" 0.179998548490073 0.163342357295957
"122" 0.918201974389017 0.766780111530484
"123" 0.199483591709362 0.184343331473538
"124" 0.722100372652685 0.561485475873246
