,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4
134,-2.057497263,-3.60537982,-1.206616402,-3.399217606,0.159755409
135,-1.983972192,-3.415552616,-0.514177501,-3.033072472,-0.007959895
136,-1.674351811,-4.163672447,-0.292062551,-3.130217075,0.31770587
137,-1.918869257,-4.051373005,-1.14503777,-2.88547802,0.310633451
138,-1.881381631,-3.878738403,-0.14245145,-3.076877356,0.521590292
139,-0.931916654,-3.540090799,0.89201951,-2.338889599,-0.425925642
140,0.478631496,-3.470330715,0.740728259,-1.440605879,0.118283786
141,1.335335851,-2.896334648,0.922736704,-0.738464713,0.568344891
142,1.427367449,-2.758277416,1.976131439,-0.943127632,0.684010923
143,-0.454227448,-3.271995544,1.729917645,-1.818174958,-0.865186512
144,-2.234425068,-4.380383015,-0.345267773,-3.695733786,-1.552645206
145,-3.25564599,-4.830956459,-2.962569952,-4.940704823,-3.446024418
146,-4.226935387,-4.890182018,-3.667685509,-4.529188156,-4.486440182
147,-4.264659882,-5.167268753,-3.302194595,-4.413459301,-4.302176952
148,-4.422349453,-5.405762672,-3.482952833,-4.624936581,-4.790355682
149,-3.86962676,-5.203620911,-2.837097883,-4.603004456,-4.709578514
150,-3.006993294,-4.696088314,-1.86040628,-3.773625851,-3.354355574
151,-1.938278556,-3.967187643,-0.490089893,-3.490943432,-1.815340042
152,-2.05395937,-4.162427425,-0.695623577,-3.998367548,-1.056150675
153,-2.412968636,-4.299215794,-1.006351471,-3.422577858,-0.69415921
154,-2.864733458,-4.234275341,-1.22140801,-3.313789845,0.557670414
155,-2.353484869,-4.463629246,-0.797918558,-3.338038206,0.625452578
156,-2.464729786,-4.370335579,0.231206015,-3.302850962,0.935025156
157,-2.050974607,-4.206264496,0.125983998,-2.781025648,0.909226418
158,-1.958104968,-3.690233946,-0.366519392,-3.262743235,0.255394489
159,-1.449921489,-3.523863792,-0.201986328,-3.056655645,0.152603403
160,-1.391830087,-3.976987123,-0.338340998,-2.562107801,-0.089984424
161,-1.894777179,-3.686399221,-0.33005169,-2.517948627,-0.122019418
162,-1.422922254,-4.19269371,0.336479783,-2.611154318,-0.393310219
163,-0.695264816,-3.59876895,0.316138625,-2.700457811,-0.459925085
164,0.758978724,-3.326567411,0.76441133,-1.469681025,0.093147025
165,1.200330734,-2.847247601,0.680596828,-1.30506587,0.040136274
166,1.442529202,-3.079822063,1.447014928,-1.69652307,0.13697131
167,-0.22990334,-3.738297224,1.088718653,-2.59304285,-1.331836104
168,-2.436851501,-4.527689934,-0.245515436,-3.429736614,-2.383517027
169,-3.612564802,-4.073425293,-1.389134884,-4.477114677,-3.665748358
170,-4.010520458,-4.4608922,-3.001351833,-4.616504669,-4.04712677
171,-3.892440081,-4.705562115,-3.03065896,-4.852910995,-4.318065643
172,-4.058443069,-4.901267052,-3.215890884,-4.485543728,-4.529102802
173,-3.975211143,-4.842503548,-2.858217716,-4.414834023,-4.444596767
174,-2.959942579,-4.379031658,-1.952440262,-3.926124334,-3.05119276
175,-2.098878622,-4.212471485,-0.249988467,-2.892449856,-0.975447953
176,-2.090569973,-4.234600544,-0.022247573,-3.185789585,-0.534445882
177,-1.737162709,-4.349099159,-0.872720599,-3.217000961,-0.082838252
178,-1.7553159,-3.921168566,-1.07495141,-3.16988349,-0.17527923
179,-1.821712494,-3.65459156,-0.916351378,-2.479404449,0.474316537
180,-1.779663801,-4.007861614,-1.072021723,-2.511821032,0.172225341
181,-1.566757321,-3.754204035,-1.00231576,-2.303875923,-0.24503091
182,-1.866247773,-3.74635148,-1.131366611,-2.498456955,-0.167403653
183,-2.030025721,-3.589680433,-0.577971399,-3.031869888,0.746100008
184,-1.606174588,-4.024677277,-0.734247565,-2.97904706,-0.287367582
185,-2.049711227,-3.92931819,0.06478586,-2.952576876,-0.336779773
186,-1.226084113,-3.630533457,0.163706213,-2.748530626,-0.526261389
187,-0.306028396,-2.74347806,0.057738252,-2.50917387,-0.348289341
188,1.554497004,-3.450005531,0.152907789,-1.539718628,-0.095491342
189,2.16156888,-2.74420476,0.200310424,-0.876801252,0.634963393
190,1.897028685,-2.447373867,0.849426091,-0.767520785,0.760443628
191,-0.489339978,-2.765375137,1.445381641,-1.553565383,-1.241872072
192,-3.071002007,-4.304604053,0.155646399,-3.270001888,-3.151645422
193,-4.090035915,-4.384377003,-1.678591609,-3.928821802,-4.065131187
194,-4.319934845,-5.226304531,-3.21545434,-4.531939983,-4.451915264
195,-4.852519512,-5.060087681,-3.466671705,-4.708265781,-4.500263691
196,-4.566321373,-5.305854797,-3.808369398,-4.830861092,-4.505349159
197,-4.110095024,-5.034698963,-3.274693489,-4.663821697,-4.692721844
198,-3.294806242,-4.165589333,-2.271371126,-3.865266323,-3.646801233
199,-1.789067984,-3.924927711,-0.883777559,-3.495590687,-1.786631823
200,-2.079263926,-4.476503372,-0.627307236,-3.309763908,-1.541745305
201,-2.533920527,-3.86261487,-1.360761046,-3.337866545,-1.168970466
202,-2.570747614,-3.723569632,-1.910466194,-3.462099791,-1.045441389
203,-2.484953165,-3.974229574,-2.201697111,-2.702485323,-0.831374884
204,-2.85807848,-3.887048244,-1.535878062,-3.269722223,-0.248436332
205,-2.362820864,-4.069146633,-1.513614416,-3.568775415,0.069673851
206,-2.339223146,-4.001371384,-1.632389545,-3.694343567,-0.712871373
207,-2.75262475,-3.772534609,-1.322214603,-3.303353786,-0.477282733
208,-2.142388582,-3.566344261,-1.112114668,-3.067498684,-0.567343116
209,-2.079718113,-3.503700495,-0.518530965,-3.154006481,-0.973646998
210,-1.650200963,-3.684906721,0.235012278,-3.028255701,-0.246328697
211,-0.803728223,-3.802196264,0.514521539,-2.634903908,-0.471965581
212,0.11923252,-3.472432375,1.014408231,-1.358270764,0.116755232
213,0.794018567,-3.779302597,1.100427151,-1.167124748,0.270406038
214,1.82758677,-3.115692854,2.031383514,-0.608546495,-0.044743985
215,0.04994417,-3.557328701,1.689647317,-1.99148035,-1.434639096
216,-2.693377256,-4.064651966,0.488907158,-2.393742561,-2.97713089
217,-3.371297836,-4.769472599,-1.333847046,-4.014442921,-3.700402737
218,-4.855133057,-5.13175869,-4.35188818,-5.076543331,-5.026866913
219,-4.005801678,-4.962486744,-3.558636665,-4.579888821,-4.406050205
220,-4.312811852,-5.17711401,-3.271332026,-4.69201231,-4.520617962
221,-4.025520325,-4.457754612,-2.802988291,-4.616154671,-4.279669762
222,-2.97501111,-4.088445663,-1.187855005,-3.473454952,-3.567257404
223,-1.753195167,-3.76585722,0.107377015,-3.078534603,-0.820510745
224,-1.685485125,-4.068894386,0.731122017,-3.553468466,-1.02611649
225,-2.361812353,-3.615039349,-0.54451704,-3.070438147,-0.459080637
226,-2.308330774,-3.50106883,-0.878500581,-3.631211042,-0.214285538
227,-2.142102003,-3.965366602,-1.123196006,-3.146781206,-0.158580035
228,-1.562246084,-4.054300785,-0.924291432,-2.854094028,-0.127701208
229,-1.185120583,-4.137993813,-0.634598255,-2.474006176,-0.058771178
230,-1.041996717,-3.93077445,0.126135454,-2.803661346,0.875539482
231,-1.513223171,-3.60136795,0.819260716,-3.090862036,0.776540995
232,-1.297640324,-3.946872473,0.930070281,-2.626741886,0.052097615
233,-1.070350528,-3.840473652,-0.075162642,-2.138413429,-0.509314537
234,-1.484828353,-3.641496658,-0.199322671,-2.424446106,-0.453215092
235,-0.251337677,-3.72503686,-0.138935834,-2.236501455,-0.157933787
236,1.572349668,-3.826691866,0.04010905,-1.799592853,0.080560148
237,1.422196388,-3.630045176,-0.174198747,-1.160008907,0.480468899
238,1.827011108,-2.967162371,0.398534328,-1.410229206,0.013909009
239,0.245953143,-3.763167381,1.769167781,-1.84913826,-1.339234471
240,-1.629589796,-4.082758904,0.759548247,-3.547431231,-3.090862751
241,-3.527671337,-4.852191925,-1.33012414,-3.91468811,-3.062374115
242,-3.809956551,-4.839691639,-2.839961529,-4.196310043,-3.919159651
243,-4.217505455,-5.000793934,-3.286299706,-4.204372883,-4.565807343
244,-4.521440983,-5.106361389,-3.601926565,-4.664885521,-4.596553326
245,-3.710075855,-4.668063641,-2.468423367,-4.395994663,-4.443567753
246,-2.718840599,-4.539084911,-1.825522184,-4.111400604,-3.519779682
247,-1.164166927,-4.048391819,-0.248484895,-3.203645706,-2.109978199
248,-0.425266206,-4.517680645,-0.133642986,-2.870521307,-1.75058496
249,-0.663576186,-4.315355778,-0.539754927,-2.861116171,-0.693351448
250,-1.078972101,-3.763076305,-0.537794113,-2.82490015,-0.804583073
251,-0.86429745,-3.985988855,0.446804911,-2.158155441,-0.296850741
252,-0.671605527,-3.770155907,0.535075247,-2.085989952,-0.870708466
253,-0.688206851,-3.262047768,-0.211753294,-2.506199121,-1.266529202
254,-0.80613333,-3.902946711,0.844246387,-3.005620003,-0.804784536
255,-0.438832849,-3.553621769,1.113328218,-2.892235279,-0.475571662
256,-0.277171522,-3.432140827,0.69576782,-1.971445441,0.287949175
257,-0.004804944,-3.806348085,1.079426408,-2.057166338,0.470480233
258,-0.784421265,-3.178645849,0.638806403,-1.462582827,0.310412467
259,0.229654282,-3.345271826,0.644466758,-1.178449392,0.425949365
260,0.807651818,-3.339636326,0.121865541,-0.731061399,1.225334167
261,0.856584847,-3.390515566,0.238808662,-0.530652523,0.701389849
262,1.902594328,-3.158397436,0.872127414,-0.291255862,0.492110461
263,1.091889024,-2.609683514,1.221258521,-1.108213782,-0.738998175
264,-1.514653563,-3.689687252,-0.484049231,-2.890360594,-2.521168947
265,-2.833822489,-4.019743919,-1.83476603,-4.524782658,-3.570879936
266,-4.119556427,-4.729195595,-2.512990713,-4.471069813,-3.861418247
267,-4.095405102,-4.939319134,-2.82364583,-4.860820293,-4.653982162
268,-4.480358601,-5.076739788,-2.648701906,-4.797580242,-5.076342106
269,-3.977228165,-4.704963684,-2.855618238,-4.362452507,-4.549564362
270,-3.295009136,-4.624723434,-1.744338632,-3.845343828,-4.438159943
271,-0.603449404,-4.364344597,-0.077918179,-3.320991755,-2.67880559
272,-0.171716958,-3.964364529,0.290429056,-2.1964674,-2.284337521
273,-0.548865259,-4.105237007,-0.456486404,-2.834362984,-1.084101677
274,-0.615609407,-4.039681911,-0.731070995,-2.959174156,-0.300004631
275,-0.589029014,-3.166576862,-0.271182626,-2.731256723,-0.752444506
276,-0.737526476,-3.312603951,-0.116799325,-2.831182718,-0.002949922
277,-0.899708509,-3.620999813,0.034063775,-2.766214609,-0.413874686
278,-0.902388334,-3.690526247,0.155976415,-2.109578133,-1.09070158
279,-0.268267959,-3.568753004,0.176839978,-2.293696642,-0.64378202
280,-0.49462688,-3.584360361,0.352455437,-2.786859035,-0.30218479
281,-0.629785478,-3.296029091,0.708876133,-2.41283989,-0.33716473
282,-0.954862356,-3.800644398,-0.10324952,-2.278474331,-0.356211275
283,0.033730626,-3.198034048,-0.010472431,-1.402513027,0.239412829
284,0.881586969,-3.739419699,-0.465873957,-0.886892974,-0.244745255
285,1.115820765,-3.185755014,0.230460316,-0.852575183,0.180791199
286,1.208513618,-2.661234379,1.131344914,-0.726701438,0.10065107
287,-0.364650756,-3.646883011,0.872000515,-0.872343123,-1.891449213
288,-2.185672998,-4.34397459,-0.251702696,-2.665302515,-3.195308208
289,-3.597228765,-4.961352825,-1.773510456,-3.721276522,-3.68578887
290,-3.823908806,-5.076158047,-3.056893349,-4.608624935,-4.405308247
291,-4.475144863,-4.917826653,-3.21123147,-4.487302303,-4.518172264
292,-4.308809757,-4.881101608,-3.939579487,-4.769154549,-4.451863766
293,-4.028170109,-4.738563538,-3.454154968,-4.916401863,-4.728011608
294,-3.396984577,-4.43474865,-2.609006643,-3.879521132,-3.991044044
295,-2.308897495,-4.28580761,-1.000742078,-2.738155365,-2.005119085
296,-1.895982504,-4.248875618,-0.695406556,-2.60702014,-0.353690714
297,-2.417011261,-4.627309799,-1.356585741,-2.101476908,-0.013749894
298,-2.253697872,-4.181646824,-1.154099107,-2.192475557,0.005909565
299,-1.869828582,-4.045361996,-0.98054415,-2.792351007,0.590753555
300,-2.010808229,-4.213174343,-0.619910896,-2.875021696,0.745751917
301,-2.006876469,-3.925021648,-0.850862324,-2.870918274,0.522775352
302,-2.07256341,-3.744510412,-0.732962489,-2.826331139,0.190205991
303,-2.765091658,-3.694998026,-0.549840868,-2.296168089,0.26445663
304,-2.447259903,-3.965637684,-0.503853023,-2.352531195,0.501465619
305,-1.937125802,-3.809326649,-0.770426571,-2.94378829,0.000581128
306,-1.763128042,-3.639161825,-0.242972359,-2.819525003,-0.146349564
307,-0.996502519,-3.37919116,0.275633872,-2.70430851,-1.038716435
308,0.611219287,-3.462990999,0.800643504,-1.558457017,-0.855543196
309,1.070678115,-2.985630035,0.190452978,-1.427191257,-0.574377477
310,1.341044664,-3.386609793,0.906844318,-0.935041249,-0.072711483
311,-0.277395219,-3.589592457,0.760273397,-2.094100475,-1.003572941
312,-2.726383924,-4.163356781,-0.167897597,-3.465202808,-2.469119787
313,-3.690450907,-4.834958553,-1.777226925,-4.423035145,-3.712016582
314,-4.368383408,-5.068544865,-2.861139297,-4.505867004,-4.63807869
315,-4.709474087,-4.957423687,-3.089081764,-4.62828207,-4.793914795
316,-4.104692936,-5.056999683,-3.595353127,-4.878749371,-4.553488731
317,-4.404868603,-5.122335434,-3.284177303,-5.066153049,-4.395143986
318,-3.531536102,-4.274857044,-1.751331925,-3.883865595,-3.496487856
319,-1.028808117,-4.192893505,-0.855207086,-3.479953051,-1.789706469
320,-0.983341694,-4.169848442,-0.805710137,-3.189874649,-0.683597744
321,-1.85414362,-4.280297756,-1.977168083,-3.347246408,-0.24609606
322,-1.708738208,-3.824154139,-1.590389848,-3.526298523,0.09218739
323,-1.78362143,-4.107503891,-1.50509584,-3.556549311,0.185049802
324,-1.42383337,-4.335250378,-1.230225682,-3.052712202,0.314001381
325,-1.452847242,-3.293004274,-0.715825915,-3.180476189,1.271042109
326,-1.884038568,-3.370303631,-0.996604204,-2.913263559,0.010424105
327,-2.174795389,-3.713224173,-1.10691452,-2.711915016,0.629026711
328,-1.822565317,-3.946866035,-0.664868057,-3.488850832,0.147973686
329,-2.355721474,-3.937866926,-0.791807353,-2.817122459,0.660570323
330,-2.393716812,-3.750595331,-0.35648647,-2.6895926,-0.405254245
331,-0.843874931,-3.76712513,0.03637626,-1.94608295,-0.725865424
332,0.089734703,-4.03725338,0.341905802,-1.831948519,-0.567396581
333,0.951355577,-3.48758173,0.323074311,-1.048314571,0.047820173
334,1.325873375,-2.799777031,0.921498954,-0.746928751,-0.616645694
335,-0.202753156,-3.652351141,0.731352746,-1.668756247,-2.432661295
336,-3.315694332,-4.104082584,-0.181299582,-3.380227089,-3.618052006
337,-4.095870495,-4.729599953,-2.623517275,-4.514616489,-4.456868649
338,-4.159512997,-4.906548977,-3.177858829,-4.895549297,-4.530908585
339,-4.481173992,-4.872086048,-3.42332387,-4.640347004,-4.765120029
340,-4.595853329,-4.80239439,-3.452600956,-4.535354137,-5.070700169
341,-4.513646126,-4.953316212,-3.418694735,-4.610006809,-4.577291489
342,-3.386597395,-4.505843639,-2.059369564,-3.755211592,-4.025997639
343,-2.508198261,-4.279798985,-1.253410459,-3.924884081,-2.036693335
344,-1.729176044,-4.217193604,-0.900373101,-3.57540679,-0.816071153
345,-2.719436884,-4.443386078,-0.861380219,-3.501340628,-0.963201106
346,-2.424042702,-3.974693537,-1.737196922,-3.260015488,-0.149046957
347,-1.914641857,-3.728917599,-1.088245749,-2.512511253,0.110161737
348,-2.234579563,-3.987153053,-0.888728917,-2.632487535,0.825972974
349,-2.4398489,-3.737364769,-0.356209129,-2.361109972,0.43315962
350,-1.923324704,-4.130555153,-0.26475665,-2.524088383,0.388546795
351,-1.986970663,-4.050421238,-1.036424637,-2.474081755,0.572396815
352,-1.817011833,-4.030266762,-0.763886809,-3.414813995,0.081070282
353,-1.730572581,-3.532950401,-0.729820371,-3.1845541,0.252446651
354,-1.301838994,-3.849334717,-0.051859144,-2.627281427,-0.642694652
355,-1.072547674,-3.94734621,0.246771276,-2.28031373,-1.54579401
356,0.372534454,-3.6972785,0.858029008,-1.359158158,-0.993302345
357,0.764588177,-3.396330595,0.877946019,-0.697711885,0.476285696
358,1.01486671,-4.018407822,1.273323417,-0.86396426,0.564450026
359,-0.180352524,-3.991995811,1.02765274,-1.835116386,-1.916416407
360,-2.760389566,-4.765877247,-1.228213429,-4.268712521,-3.422139883
361,-4.420184135,-4.625255108,-2.661711931,-4.25655508,-3.555208921
362,-4.491990566,-4.826874733,-3.471944332,-4.569109917,-4.216401577
363,-4.417521,-5.09287405,-3.107999802,-4.591403008,-4.827252865
364,-4.380848408,-4.702377796,-3.423354626,-4.785713673,-4.906133175
365,-4.169685841,-4.910261631,-2.875385761,-4.872496605,-4.589105606
366,-3.16339612,-4.400767326,-1.472720742,-4.106518745,-3.600452662
367,-2.401107788,-4.059504032,-0.47422421,-3.710958004,-1.998772264
368,-2.243469477,-4.354448318,-0.372712791,-4.101179123,-1.417598486
369,-2.67138505,-4.583876133,-1.563518763,-3.983766079,-1.21209693
370,-1.912016273,-4.342153072,-1.155015826,-3.344124556,-0.555435479
371,-2.401126623,-3.689046383,-0.818748653,-2.91849184,-0.407776266
372,-2.252821445,-3.85152936,-0.463574946,-2.321231842,0.259427786
373,-2.17053175,-4.303700924,-0.670436621,-3.261666536,-0.423107207
374,-2.835065603,-3.76747179,-0.656873703,-2.737024784,-0.333138466
375,-2.237136364,-3.554543734,-0.690313101,-2.964564562,-0.750703871
376,-2.207159519,-3.560857058,0.142880648,-2.830023527,-0.848454833
377,-1.666475534,-3.826673746,-0.728160799,-3.315869808,-1.072858334
378,-1.748654485,-3.460364103,0.025594126,-2.555442333,-0.237403929
379,-1.743964195,-3.77875638,0.0658876,-2.390008688,-0.958070695
380,-0.804559529,-3.645833254,0.233129844,-1.649017215,-0.578925073
381,-0.033672068,-3.095282555,0.430389911,-0.300844312,-0.401127458
382,0.557447135,-2.233321667,1.119016528,-0.840990722,-0.353390276
