"Time" "SARIMA_fit" "actuals" "residuals" "forecast_mean" "lower_95" "upper_95" "Test_data"
"2369" 2019-04-17 16:00:00 10.0533114402205 9.928074 -0.125237440220536 NA NA NA NA
"2370" 2019-04-17 17:00:00 10.8675926078541 10.868776 0.00118339214586882 NA NA NA NA
"2371" 2019-04-17 18:00:00 10.8794307411731 11.290571 0.411140258826933 NA NA NA NA
"2372" 2019-04-17 19:00:00 11.927797778436 11.932879 0.00508122156403346 NA NA NA NA
"2373" 2019-04-17 20:00:00 13.1611302844423 13.1723795 0.0112492155577488 NA NA NA NA
"2374" 2019-04-17 21:00:00 13.3532587361784 12.63507 -0.718188736178368 NA NA NA NA
"2375" 2019-04-17 22:00:00 14.0944132954877 14.045902 -0.048511295487673 NA NA NA NA
"2376" 2019-04-17 23:00:00 14.1101702741527 15.221116 1.11094572584728 NA NA NA NA
"2377" 2019-04-18 00:00:00 13.6388260588168 13.169837 -0.468989058816772 NA NA NA NA
"2378" 2019-04-18 01:00:00 7.86122310141795 8.890766 1.02954289858205 NA NA NA NA
"2379" 2019-04-18 02:00:00 6.138567073025 5.912495 -0.226072073025002 NA NA NA NA
"2380" 2019-04-18 03:00:00 5.06344212358607 4.90407 -0.159372123586071 NA NA NA NA
"2381" 2019-04-18 04:00:00 4.39536205779957 4.1728854 -0.222476657799572 NA NA NA NA
"2382" 2019-04-18 05:00:00 5.1131713431562 5.6017537 0.4885823568438 NA NA NA NA
"2383" 2019-04-18 06:00:00 9.13696851628486 8.890887 -0.24608151628486 NA NA NA NA
"2384" 2019-04-18 07:00:00 10.153625857141 9.947223 -0.206402857140978 NA NA NA NA
"2385" 2019-04-18 08:00:00 9.73830738196415 9.4983015 -0.240005881964152 NA NA NA NA
"2386" 2019-04-18 09:00:00 9.34593159208102 9.04026 -0.305671592081021 NA NA NA NA
"2387" 2019-04-18 10:00:00 9.20256414572979 8.355745 -0.846819145729787 NA NA NA NA
"2388" 2019-04-18 11:00:00 8.35841673266966 8.704748 0.346331267330344 NA NA NA NA
"2389" 2019-04-18 12:00:00 9.10309491060242 9.089989 -0.0131059106024161 NA NA NA NA
"2390" 2019-04-18 13:00:00 9.18322016099207 9.722299 0.53907883900793 NA NA NA NA
"2391" 2019-04-18 14:00:00 10.3479027267978 9.810624 -0.537278726797791 NA NA NA NA
"2392" 2019-04-18 15:00:00 10.3257854252424 10.116491 -0.209294425242422 NA NA NA NA
"2393" 2019-04-18 16:00:00 10.3690601484018 10.615523 0.246462851598197 NA NA NA NA
"2394" 2019-04-18 17:00:00 10.2328065813259 11.199678 0.966871418674117 NA NA NA NA
"2395" 2019-04-18 18:00:00 11.4492399420908 11.197543 -0.251696942090838 NA NA NA NA
"2396" 2019-04-18 19:00:00 11.3997751857206 11.525043 0.1252678142794 NA NA NA NA
"2397" 2019-04-18 20:00:00 12.6278178673817 12.118528 -0.509289867381652 NA NA NA NA
"2398" 2019-04-18 21:00:00 12.6821008188007 12.671057 -0.0110438188007418 NA NA NA NA
"2399" 2019-04-18 22:00:00 14.1886259740572 13.564181 -0.624444974057196 NA NA NA NA
"2400" 2019-04-18 23:00:00 13.7886973801067 14.971092 1.18239461989333 NA NA NA NA
"2401" 2019-04-19 00:00:00 11.684791227826 12.249071 0.564279772173968 NA NA NA NA
"2402" 2019-04-19 01:00:00 8.12693686690111 8.50913 0.382193133098887 NA NA NA NA
"2403" 2019-04-19 02:00:00 5.68732087803029 5.587218 -0.100102878030293 NA NA NA NA
"2404" 2019-04-19 03:00:00 4.72257688786158 4.8710074 0.148430512138422 NA NA NA NA
"2405" 2019-04-19 04:00:00 4.53733346758909 4.596091 0.0587575324109135 NA NA NA NA
"2406" 2019-04-19 05:00:00 5.18108996832918 5.503263 0.322173031670824 NA NA NA NA
"2407" 2019-04-19 06:00:00 8.27786148484354 8.688518 0.410656515156463 NA NA NA NA
"2408" 2019-04-19 07:00:00 9.92016341350981 11.046125 1.12596158649019 NA NA NA NA
"2409" 2019-04-19 08:00:00 10.2270736238295 10.142103 -0.0849706238294541 NA NA NA NA
"2410" 2019-04-19 09:00:00 9.95999471930191 8.651647 -1.30834771930191 NA NA NA NA
"2411" 2019-04-19 10:00:00 8.71239480318848 8.7900505 0.0776556968115205 NA NA NA NA
"2412" 2019-04-19 11:00:00 9.11380140426687 8.9476185 -0.166182904266867 NA NA NA NA
"2413" 2019-04-19 12:00:00 9.0623045038225 8.595451 -0.466853503822504 NA NA NA NA
"2414" 2019-04-19 13:00:00 9.48995689247785 9.379983 -0.109973892477855 NA NA NA NA
"2415" 2019-04-19 14:00:00 10.2037302800747 9.087989 -1.11574128007466 NA NA NA NA
"2416" 2019-04-19 15:00:00 10.0011508843637 10.49795 0.496799115636284 NA NA NA NA
"2417" 2019-04-19 16:00:00 9.37638398919933 10.394669 1.01828501080067 NA NA NA NA
"2418" 2019-04-19 17:00:00 10.9425752853528 10.956686 0.0141107146472255 NA NA NA NA
"2419" 2019-04-19 18:00:00 10.8176044593712 11.712203 0.894598540628833 NA NA NA NA
"2420" 2019-04-19 19:00:00 12.084994917982 11.870353 -0.214641917981952 NA NA NA NA
