"rmse" "mae"
"111009" 0.885520226190836 0.703530228394175
"111011" 0.766843483589657 0.602455673351364
"111014" 1.5950262131673 1.12515017733769
"111019" 1.15842933067312 0.953491196453382
"111025" 1.00952100978875 0.82113756986724
"111027" 1.32335999958883 1.02640655475069
"111033" 1.5442543310991 1.09132854005541
"111037" 1.41861263288896 1.10246953719646
"111039" 1.10853394206984 0.915230054574164
"111042" 0.944441433159524 0.795648486284226
"111046" 0.913829510453452 0.745621630060105
"111050" 1.26063268343445 1.06120002140176
"111051" 0.856828820669025 0.66493543011688
"111055" 0.987601529181017 0.844970150773487
"111060" 1.41201235869254 1.13201676338362
"111061" 1.03165139925234 0.828679606537213
"111070" 0.94488944063837 0.797358821234817
"111073" 1.13800543609622 0.893986050657999
"111079" 1.00783865687885 0.825071069385513
"111081" 1.96593481136248 1.57510591092612
"111087" 1.16007333845955 0.990414615615209
"111097" 1.42722819579387 1.16398975936131
"111104" 1.6499505632847 1.16909795154298
"111105" 0.882945813143689 0.684993221794613
"111109" 0.815885995209096 0.586467472171783
"111111" 0.947264819219386 0.787332613197584
"111118" 1.0979367986034 0.886621002708163
"111125" 1.00325003342918 0.701979929014071
"111139" 1.4754041008561 1.24468265374691
"111146" 1.08935130286897 0.88097370819667
"111148" 0.852393424007041 0.638803964067641
"111150" 0.928603645828802 0.737807261428379
"111154" 0.775216986278178 0.64318433389588
"111157" 1.50177691715802 1.28672403363491
"111164" 0.968537785630233 0.776146671267918
"111174" 0.920048078537373 0.687963681432936
"111175" 1.3586805325206 1.09096939621766
"111180" 1.04452440033677 0.883002949051252
"111187" 0.958858161986135 0.78581651569094
"111190" 1.19921350596946 0.946853835554728
"111192" 0.818700075786611 0.638606419747973
"111195" 1.18022578443615 0.947307790635503
"111199" 1.01192632822734 0.833441068958858
"111204" 1.35626062615832 1.12877829689677
"111205" 0.708696876737302 0.550692332919817
"111210" 1.28887521810714 1.08586643516043
"111213" 1.33233792269989 1.09165757962404
"111214" 1.07916637909787 0.882284473866887
"111215" 1.23389677240819 1.04216716339891
"111219" 1.1058416304326 0.817617816074689
"111226" 0.87796845120684 0.665459896331363
"111227" 1.06802842829789 0.834472013791024
"111228" 0.867053940751748 0.663176586746791
"111231" 1.40837335283723 1.15005538289474
"111242" 1.20288838705311 0.970981679171608
"111243" 1.15969358686079 0.958920802035786
"111258" 1.18310009412628 0.851585056145087
"111262" 0.902282699256596 0.755440993973944
"111269" 1.47382312481678 1.23122614110937
"111278" 0.613692932686743 0.508393853816154
"111279" 1.76254289947375 1.44029459840862
"111301" 0.679561486421508 0.445807279092546
"111302" 0.966252818041991 0.803546785281575
"111392" 1.12702210183615 0.865791412055682
"111395" 1.20616604424142 0.999181214439893
"111401" 0.830283700203971 0.688441246304058
"111402" 0.735919912850916 0.590210560174972
"111404" 1.28721160883088 0.987427278039805
"111410" 0.991329906805612 0.794482547945967
"111411" 0.870500632684995 0.708413503390645
"111412" 1.22962515200742 0.832497876401932
"111414" 0.668262045006533 0.504292608713347
"111416" 1.30488627011558 1.05605171081452
"111419" 0.829665568337602 0.672684358883661
"111425" 1.37593034153055 1.10441640210161
"111426" 1.63914319469309 1.27367252832329
"111433" 1.12550216800439 0.88102190241965
"111546" 0.897796099781027 0.704786098034798
"111547" 1.41966785005058 1.15294144508201
"111549" 0.982556062539614 0.701778147642196
"111559" 0.994044801496619 0.793013616212587
"111561" 1.83299774679954 1.51629265020386
"111563" 1.22865023172724 0.988131186205243
"111567" 1.03281047679472 0.826524534956993
"111570" 1.21008373915762 0.972346173971418
"111574" 0.919852514057061 0.753361094227291
"111576" 1.1848369865833 0.973065886921731
"111590" 1.77900996351621 1.42548190572127
"111598" 1.22819784778475 1.05936882803802
"111599" 1.29304969163618 1.09156530928612
"111600" 1.48298671943861 1.20550226531369
"111610" 1.21716195397975 0.996680358446756
"111623" 1.02748277768574 0.84371446438252
"111628" 1.41920304307867 1.05604980991379
"111631" 1.60820639986316 1.39818321580201
"111633" 1.0938251750312 0.908441687668316
"111637" 1.35933431396105 1.15444141191235
"111642" 0.975789852552567 0.809223833716862
"111652" 0.835586397807962 0.700024894010831
"111653" 1.06284616244964 0.800502050855425
"111654" 0.991036948076991 0.788146962928772
"111655" 0.735288780557307 0.561617265200615
"111663" 1.18971215734194 0.969232659459871
"111670" 1.51188436539294 1.21711993965885
"111678" 1.56885564798477 1.22931093471946
"111682" 1.094661733442 0.894292475847971
"111683" 1.42752116368903 1.15216447255082
"111684" 1.60597655162418 1.30797404627639
"111687" 0.699934466797824 0.541914298748213
"111702" 1.08329379885863 0.876075833917799
"111709" 1.20375719453518 0.96266843264822
"111722" 1.08221693338976 0.884991983490142
"111732" 1.43275626799952 1.11971987839928
"111733" 1.52471588348439 1.13932960826641
"111736" 1.27889607656554 1.04076498539366
"111746" 1.24792369839718 0.895719190648245
"111747" 0.933234124859152 0.66436535949707
"111749" 1.06403982377441 0.878163084736325
"111759" 0.978794418543002 0.738355253109856
"111762" 1.56144180358597 1.20758354768384
"111765" 1.34494258123761 1.05817528286094
"111833" 1.00964603874928 0.80350786599129
"111835" 1.73594551027177 1.15612337903125
"111836" 0.920643378393162 0.770949615122023
"111837" 1.35755368792953 1.09787959963632
"111848" 1.53501298501126 1.23965032325283
"111849" 1.10831525750677 0.905001897436853
"111852" 1.02866551626632 0.836270501294212
"111853" 1.45781143720208 1.21639594191899
"111855" 1.37396081594916 1.11263361326438
"111858" 1.28589186318627 0.862080906205707
"111859" 0.954258434291396 0.793126552082243
"111861" 0.88455089873774 0.693100470553126
"111864" 0.922629819443439 0.727035249371756
"111865" 1.38276205669427 1.10917492479483
"111866" 1.15630143785315 0.940172828495313
"111867" 1.29665117673465 1.06496533495434
"111870" 1.33095849107167 0.992804255952532
"111876" 0.970628000277006 0.786260417643048
"111886" 1.17362821170423 1.03441960118865
"111890" 1.8302877198483 1.40638386580327
"112033" 1.01736423582388 0.712872970278808
"112072" 0.739984426654006 0.598330884566383
"112082" 0.984325576471911 0.812609044482216
"112091" 0.841305667651471 0.688695342465809
"112092" 0.779223213907878 0.652283128126084
"112102" 1.27148920892647 1.04219057434995
"112104" 1.08045854067552 0.826107490689035
"112110" 1.05184792816643 0.873789399062263
"112111" 1.40026308508128 1.03153445900054
"112112" 1.28200002329479 0.989923736938219
"112119" 1.10285948683878 0.757957661785422
"112120" 1.21909320744733 0.897937843938858
"112133" 0.869451134884097 0.691230493643549
"112137" 1.03184398354778 0.782849170099743
"112139" 0.884006553494458 0.69304069581713
"112143" 0.947217966324998 0.759574570018148
"112150" 0.790294141158239 0.644619725347322
"112151" 1.11814636333139 0.882026779007533
"112155" 1.20322399990705 1.00281647303823
"112160" 1.46209682522438 1.14123001242252
"112161" 1.26098930085442 0.975211083149532
"112165" 1.19177048268816 0.99855108141672
"112166" 1.13746181543999 0.904630084110063
"112168" 1.1705212233959 0.9383834411886
"112170" 1.27720024810125 0.992611936407997
"112171" 1.28209104352206 1.09248853057708
"112179" 1.22469648791576 0.977135596788497
"112185" 1.03303844048278 0.808463163319088
"112191" 1.10492020991509 0.905802337921612
"112194" 0.912766470438099 0.718795354162322
"112205" 1.34494592437192 1.08344491019703
"112213" 1.7939577150156 1.38409134990904
"112225" 1.24349553268791 0.932835803945481
"112234" 1.4548772376169 1.08976801839757
"112244" 1.70652546448415 1.42333453250575
"112248" 0.713615378988549 0.563169048304406
"112257" 1.10831637740038 0.939221880689121
"112263" 0.953848949045459 0.767664086517928
"117001" 1.18994461071362 0.956024858756765
"117102" 1.69831768422812 1.38228456199519
"117104" 1.32344631824934 1.05388978850879
"117105" 1.07667247253168 0.85404421763193
"117106" 1.35396566362335 1.0602253841684
"117113" 1.03119087727281 0.83899517540137
"117117" 1.07743954212331 0.87099190846095
