"rmse" "mae"
"111002" 0.758726254424917 0.641906775240258
"111009" 0.726640300937486 0.54178592824963
"111011" 1.12018253263161 0.849097779199577
"111019" 3.2664507965597 3.11044569109997
"111025" 0.48672551157028 0.383416650017634
"111027" 1.31167415992002 1.07695228203699
"111032" 0.845135451350281 0.651699598802098
"111033" 1.16418163657849 0.828752340087305
"111035" 0.819401473387832 0.609124141327668
"111037" 1.20922728366307 0.865978603975713
"111039" 0.788311301072633 0.684835907380439
"111040" 0.675497224297688 0.503543481438453
"111042" 0.798937779237821 0.493337299775423
"111046" 0.786524373457885 0.635916849605475
"111051" 0.842299967395862 0.626431955031757
"111052" 0.955117392433411 0.685165026999781
"111054" 1.12125852104917 0.850368822912015
"111055" 0.600719083232404 0.434012570354571
"111060" 0.519566805568407 0.410245981140016
"111061" 0.504099892813701 0.384870793623204
"111066" 1.10918348690893 0.866734769873779
"111069" 0.840378610974213 0.694993512457276
"111070" 0.83915593797814 0.646504083053377
"111071" 0.588436550820219 0.426720033329531
"111073" 0.59955187540834 0.445476408578137
"111076" 1.44920383169222 1.22169792573659
"111079" 1.00800751000015 0.881604622703314
"111080" 0.688469711373737 0.544312187565677
"111081" 1.18719361282637 0.834634354709409
"111087" 0.841198983806239 0.711835692605567
"111094" 0.798297973910124 0.618164346260544
"111097" 1.14218650837112 0.954734704292682
"111104" 1.53832406717636 1.26204775896888
"111105" 0.968825316173964 0.754414098497206
"111109" 0.650689661932091 0.495983906879438
"111117" 1.15294494485776 0.984385143246208
"111118" 1.1024458662255 0.977997729439958
"111125" 0.835728008670995 0.628890605330076
"111130" 1.98518304021388 1.2163627508236
"111131" 0.721068548445225 0.539717370678578
"111133" 2.92911972263744 2.69724724712844
"111142" 1.48037045566988 1.37207777455374
"111146" 0.655012374555284 0.497125702477184
"111148" 0.656811703677967 0.439473645141405
"111150" 0.611773392266631 0.446199230709864
"111154" 0.593565413243603 0.455024804044588
"111159" 1.090510735204 0.845783937905644
"111160" 0.904484635823575 0.584212726927707
"111161" 1.00764641801708 0.775198694518828
"111164" 0.702491484134139 0.538692554714961
"111171" 0.8619910994806 0.727983669342622
"111174" 0.603697067997532 0.417618934008648
"111175" 0.643727810292042 0.487926851989733
"111176" 0.693053166883362 0.529191058374131
"111179" 0.893015218508266 0.646625950587824
"111180" 0.466859042587217 0.368658162355142
"111182" 0.595615998686183 0.451959090477175
"111184" 0.69583364786206 0.537020171101005
"111187" 0.907148946094392 0.681136533998163
"111190" 0.870020947513015 0.631444773812161
"111192" 0.77076768456926 0.57015649631592
"111195" 0.636491641355276 0.434256348550188
"111197" 1.58817537448464 1.41403207528862
"111198" 0.868749680402739 0.619478335716045
"111199" 0.855455535984452 0.742165951794767
"111205" 1.15699117044522 0.996806835065445
"111213" 0.761693722247591 0.584468048845465
"111214" 0.660165580305763 0.534302911785109
"111219" 0.629000565449221 0.473569118130855
"111226" 0.845176704139329 0.65580597312703
"111227" 0.509900492254171 0.38440061539887
"111228" 0.766345550796098 0.588698736286318
"111242" 0.744395631191524 0.561374101832555
"111243" 0.88475566077584 0.738193011183302
"111258" 0.86833946351562 0.642822920753772
"111262" 0.469867144453127 0.340439532225505
"111275" 0.548737027972743 0.40578118509512
"111278" 0.611370021768137 0.491760017695113
"111279" 1.34074957211506 0.935905150433148
"111301" 0.779199619804551 0.514522389196616
"111302" 0.570196370315312 0.441422884400166
"111389" 0.478923895335494 0.362283423468316
"111392" 1.05108336432202 0.837656019795458
"111395" 0.716650996943551 0.478409430809567
"111401" 0.662342699411185 0.537397585816546
"111402" 0.824701398244728 0.615152524477492
"111404" 1.87645780616267 1.6671069493954
"111410" 0.672055408546376 0.508273203042061
"111411" 0.734021559185482 0.481452330865726
"111412" 1.04053932423062 0.756315863045213
"111413" 0.890861588133585 0.742657426714303
"111414" 0.803709359746135 0.549789621656118
"111418" 0.749777496566335 0.567497317581216
"111419" 0.711747400285079 0.540207680586555
"111426" 0.758855649723962 0.498717946221544
"111433" 0.446244698736916 0.363040124704873
"111546" 0.606654931534223 0.43838089760045
"111547" 0.841509735052347 0.647107569711042
"111549" 0.668886145381113 0.543301960580792
"111557" 1.20917121945269 0.810165056183828
"111559" 0.59663507809768 0.430433618532867
"111561" 0.958242561593474 0.647579216404122
"111562" 1.49673527093693 1.30411089592332
"111563" 1.16872054239335 1.0403694411287
"111564" 0.873725085670835 0.666062199663587
"111567" 4.23957010451757 4.10143752241468
"111570" 0.66805763653268 0.504425702845285
"111574" 0.622449450629991 0.498245663247038
"111576" 0.797146725493056 0.601160488906475
"111580" 1.25697281204975 0.906218612062673
"111586" 1.04547923685425 0.894662432086162
"111590" 1.27498198290486 1.09043466740136
"111593" 1.20353572578289 1.03085334451899
"111599" 0.710384428655273 0.532881208871299
"111600" 0.73059990107075 0.493791519236067
"111623" 0.633206846579143 0.510686166863528
"111628" 1.75929734020648 1.36746834844849
"111633" 0.54175768646236 0.455666106278362
"111637" 1.06360096454927 0.586730755353324
"111642" 0.712053608406989 0.577077694458957
"111644" 0.727556548883561 0.564335846300599
"111652" 0.388176303142765 0.300841628670082
"111653" 1.27131231140628 0.993670990489454
"111654" 1.04776713816909 0.849546167901383
"111655" 0.545954351840394 0.389508688087953
"111663" 1.10637615822316 0.952054708670727
"111664" 1.36878122809879 0.972864254213675
"111678" 1.0472884203359 0.838186177146688
"111679" 1.32121438317187 0.727372226401977
"111680" 0.905188410608914 0.631943292475137
"111682" 0.734616162212392 0.564161327421999
"111683" 0.409798067105009 0.304503841025872
"111685" 1.04342962093297 0.720119648659573
"111687" 0.558973219777776 0.443645788751035
"111689" 0.878379048080516 0.728756939493533
"111690" 0.492354359976669 0.368358904189929
"111696" 0.652473725351122 0.514877627035492
"111697" 1.21763582452518 0.942561695687175
"111698" 1.46469446669352 1.10151124259941
"111700" 0.953052798136542 0.751361276925248
"111701" 1.29304692175702 1.10666118131082
"111702" 0.604562563146041 0.451565423309854
"111709" 0.64010942966744 0.503475071722009
"111710" 1.96086607755156 1.55223161106085
"111722" 0.858122036894246 0.73105626187183
"111732" 1.19971957173733 0.807459392847371
"111733" 2.76778382796588 2.41678509506788
"111736" 0.670167857634884 0.468162004517453
"111742" 0.908444429620099 0.727992920876333
"111743" 0.898215021382715 0.724859916017425
"111744" 0.729286772247916 0.55288180922179
"111746" 1.00836533613458 0.814034531688444
"111747" 0.872743051771924 0.691418894934009
"111749" 0.47511677604772 0.344602056928215
"111759" 1.00350696921225 0.835117140520403
"111765" 0.564267813862919 0.459313413063909
"111809" 0.430472717510927 0.329497037601862
"111821" 1.15270082571776 1.00134947456815
"111833" 0.690226531317094 0.483008282326504
"111835" 2.10203082974647 1.78205219896691
"111836" 0.569477846803624 0.470283121689034
"111841" 2.54205048555905 2.36861467187771
"111848" 0.739389359972343 0.604763970384076
"111849" 0.72489858505063 0.506859866136066
"111852" 0.745483949408323 0.538727540412803
"111853" 0.660978525753215 0.511732490270222
"111858" 0.98598448413338 0.739873411870476
"111859" 0.563505414549231 0.446978936342026
"111861" 0.697235422063035 0.542894295410219
"111864" 0.662182263317027 0.516205988192403
"111865" 0.636028286420488 0.533211898607337
"111866" 0.857889038161675 0.665608467379748
"111867" 0.602791825733334 0.486783157705218
"111870" 1.07571831408591 0.842319863424076
"111874" 0.600678647762831 0.465500743268004
"111876" 0.633168675297027 0.494474395427366
"111890" 0.818407232382101 0.665242525743746
"112033" 2.19373157252847 2.05474948167257
"112072" 0.530006029085419 0.387948849425215
"112075" 0.697964581585596 0.539950544235541
"112082" 0.771820306607781 0.61416480231659
"112083" 1.08835788125697 0.950843745822933
"112091" 0.893079608722099 0.628621806132246
"112092" 0.462119872214195 0.357075038377891
"112096" 0.743019839229667 0.563097063640158
"112102" 0.730412804083513 0.616529843988748
"112104" 0.88544965939218 0.681641721268497
"112108" 0.682744290785423 0.495470727105058
"112110" 0.472287896391937 0.354469251325571
"112111" 0.91411621964887 0.655903355393206
"112112" 1.00017227364049 0.6158410150276
"112115" 0.640047649030535 0.497222693025076
"112119" 1.48048188700304 1.24432573996352
"112120" 0.768480490636144 0.604437530956021
"112122" 1.00528564127759 0.840230988033604
"112123" 0.843742545733192 0.691880952484762
"112124" 1.1388291222882 0.85790146714311
"112133" 0.602842754018516 0.438501691196068
"112136" 0.733651165908608 0.572050391115408
"112137" 0.968750055463633 0.712203145126279
"112139" 0.816690476302964 0.609958503379409
"112142" 0.985927737050757 0.721031659201197
"112143" 0.524535023854991 0.417201564049677
"112150" 0.549394627799875 0.405207775852967
"112155" 0.920254605979568 0.655230575478795
"112161" 2.67070101399882 2.55228085216448
"112163" 0.841171693965908 0.615614735477891
"112164" 0.869232223632923 0.649744961030123
"112165" 0.798104768568584 0.631286737162562
"112166" 0.576206188486964 0.410348745750211
"112168" 0.796389463333874 0.644494346599869
"112170" 0.677632416006154 0.556974386132325
"112179" 0.64455893642579 0.473461366602651
"112183" 1.02345499674424 0.799983871085988
"112185" 1.12340148106026 1.02614639435976
"112191" 0.548345373172071 0.393294618023555
"112193" 1.04911818723898 0.7932867323132
"112194" 0.640177210999334 0.521454664465125
"112202" 1.15883278195994 0.679125590541472
"112205" 0.377713464885157 0.285523851367521
"112213" 2.23811939379881 1.89323212569828
"112220" 1.00475759077134 0.664552430797259
"112225" 0.584813570826222 0.431347603752759
"112234" 0.940384921097233 0.606453796080286
"112248" 1.24896341035478 1.06522994097784
"112257" 0.450123174919053 0.361272722896243
"112258" 2.12907944815445 1.69927740055395
"112263" 1.35136397355043 1.16003360244893
"117001" 1.08921924313056 0.919149613768066
"117102" 0.859941884179104 0.610410266792568
"117104" 1.51939157724385 1.37832918230119
"117105" 0.83201338329518 0.626311985367308
"117106" 0.875053717910375 0.628509919985884
"117113" 0.819308352369512 0.64601798519718
"117116" 1.23814981785115 0.993272800614833
"117117" 1.16939779856132 0.918830868175009
