"Metrics..rmse.forecasted_true..j....forecasted..j..." "Metrics..mae.forecasted_true..j....forecasted..j..."
"1" 0.0944332201338704 0.0679640852266915
"2" 0.532590302456225 0.444775608480638
"3" 0.493977905948566 0.337076676386639
"4" 0.519471750056411 0.384420604283613
"5" 0.612261702476234 0.444468481422669
"6" 0.584809494406481 0.373174467455252
"7" 0.417195432285991 0.324174384763822
"8" 0.80666140549275 0.698587149061964
"9" 0.817363214356685 0.612042278639994
"10" 0.599299871944175 0.380658989081423
"11" 0.473828335648801 0.353128474820988
"12" 0.510799305972707 0.349675055645206
"13" 0.480260737162954 0.325239402560521
"14" 0.55980839899048 0.343588778281461
"15" 0.648931110420421 0.568570507152025
"16" 0.615448686372995 0.434067119462199
"17" 0.502453986751108 0.320215253157371
"18" 0.184007336250323 0.120661897233603
"19" 0.670626574246105 0.479689643277054
"20" 0.338575863100128 0.272402187794605
"21" 0.372413618126518 0.299280514825054
"22" 0.420428275265159 0.286148054517658
"23" 0.516518078342428 0.444884042125808
"24" 0.493855336281239 0.325805046168595
"25" 0.0977544349553092 0.0714390419850345
"26" 0.40167729343708 0.267617041451268
"27" 1.09260597482554 0.764380914600308
"28" 0.500843540014853 0.417389645787509
"29" 0.378599149904598 0.277557805660687
"30" 0.243123449026586 0.191977933455624
"31" 0.381490818323722 0.282951261188069
"32" 0.197034014414893 0.158739156304268
"33" 0.573290720512119 0.362439232071814
"34" 0.234171841616952 0.182792287153098
"35" 0.16196031496205 0.121468415904042
"36" 0.101453239720932 0.0787788211768929
"37" 0.153615594813392 0.121896238858852
"38" 0.55744754261634 0.395022496909833
"39" 0.558791535821135 0.409760363707681
"40" 0.867028456141048 0.602417485718846
"41" 0.292456145854038 0.237576689801993
"42" 0.580812720787718 0.4152037602804
"43" 0.978152772833667 0.69304224654436
"44" 0.646297934917393 0.434049692809627
"45" 0.387262108104809 0.309524274830609
"46" 0.628551752937399 0.502736275740385
"47" 0.135201519763564 0.110681011198145
"48" 1.19615505897462 0.718733162595328
"49" 0.508893293802988 0.36607901903416
"50" 0.355872932301153 0.257448910482487
"51" 0.716624639677789 0.518248734291222
"52" 0.161359019136661 0.125343053604107
"53" 0.180516008001973 0.137691009116487
"54" 0.462877892927861 0.366902742224548
"55" 0.536334732617115 0.424577271307659
"56" 0.170759518114083 0.13549764947693
"57" 0.26780452648307 0.19618862892333
"58" 0.534070515692812 0.415609956851461
"59" 0.280806315545545 0.226139776643445
"60" 0.108075483786877 0.0797403740463652
"61" 0.437375169351774 0.327374477823129
"62" 0.168719974463095 0.13568266731176
"63" 0.780939600914227 0.685507510606623
"64" 0.107681042435948 0.0820268228083585
"65" 0.643787607732695 0.476974064150421
"66" 0.168760457049748 0.127323397014995
"67" 0.244836758953075 0.14886434481056
"68" 0.0683428732695851 0.0567826832654886
"69" 0.134519597262093 0.106204295035562
"70" 0.135459087073029 0.104355439937314
"71" 0.492709700676459 0.363368282189178
"72" 0.107878739677879 0.0717471359433709
"73" 0.0956746917181087 0.0692315991348779
"74" 0.0972836658052604 0.0726136549745376
"75" 0.204269166695684 0.153735006383404
"76" 0.26800356662024 0.207679869159154
"77" 0.0924664968965519 0.066967145620273
"78" 0.0911892236080019 0.067404127778244
"79" 0.233667594933042 0.206769265060399
"80" 0.327650134641788 0.224627641925917
"81" 0.681811226923905 0.35192927263181
"82" 0.310937143442023 0.231052493664903
"83" 1.12420516541368 0.869729486021668
"84" 0.385320882169208 0.272852569338655
"85" 0.210739623465355 0.16901369130409
"86" 0.510238749662257 0.462657844928892
"87" 0.341802782875857 0.224518003214138
"88" 0.395024608001885 0.333434925246216
"89" 0.6703751496299 0.529515129203851
"90" 0.578792596651852 0.513364384124014
"91" 0.448047734363448 0.370070525681906
"92" 0.136360317388499 0.108702902774301
"93" 0.351769206518507 0.251027331401072
"94" 0.739551077472926 0.61652732994837
"95" 0.124275638430499 0.095245345043642
"96" 0.38584356388599 0.307159757255462
"97" 0.336555646364696 0.253795135988447
"98" 0.205110459133069 0.148550076405526
"99" 0.388910621595416 0.327351590931634
"100" 0.225799552919201 0.16809484498145
"101" 0.480875444953511 0.371410148699298
"102" 0.100614636013359 0.0782299045052295
"103" 0.80442302744173 0.525886054718461
"104" 0.224563132606235 0.111420404124953
"105" 0.13699551856677 0.105328950140551
"106" 0.189446336540362 0.139774444329253
"107" 0.215942052920427 0.174961438053157
"108" 0.239461764262753 0.178157033947251
"109" 0.322761671965211 0.243900706189526
"110" 0.239152977467876 0.178234595060893
"111" 0.265607590584333 0.200619108917849
"112" 0.192145690127159 0.158197184452832
"113" 0.0945337588403895 0.0697135427811694
"114" 0.449803848702797 0.344595366782804
"115" 0.388689674800153 0.336893806110663
"116" 0.110908214429654 0.0870266703176538
"117" 0.116617335352807 0.0935208284137097
"118" 0.309363583585438 0.227873132002617
"119" 0.480504703267225 0.404642754832769
"120" 0.167931049492442 0.138998026577542
"121" 0.182901201471847 0.144061266988155
"122" 0.27217624228739 0.236647203282729
